id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
1654,_, , ,不错,14,16,整体,正面
1655,_, , ,不过敏,8,11,使用体验,正面
1656,_, , ,很好,10,12,整体,正面
1657,_, , ,不错,0,2,整体,正面
1657,_, , ,挺满意的,3,7,整体,正面
1658,_, , ,还不错,14,17,整体,正面
1659,价格,16,18,很好,7,9,使用体验,正面
1659,_, , ,美白,10,12,功效,正面
1659,_, , ,遮瑕,13,15,功效,正面
1659,价格,16,18,挺实惠,19,22,价格,正面
1659,_, , ,货真价值,23,27,整体,正面
1660,_, , ,很好,0,2,整体,正面
1661,_, , ,不错,7,9,整体,正面
1662,价格,13,15,便宜,15,17,价格,正面
1662,送货,18,20,快,20,21,物流,正面
1662,_, , ,挺好的,0,3,整体,正面
1662,_, , ,很方便,22,25,整体,正面
1662,_, , ,很喜欢,4,7,整体,正面
1663,物流,6,8,特别快,8,11,物流,正面
1664,包装,29,31,忒简单,31,34,包装,负面
1664,_, , ,薄点,17,19,使用体验,正面
1665,_, , ,可以,7,9,整体,正面
1666,价格,7,9,实惠,9,11,价格,正面
1666,_, , ,不错,13,15,整体,正面
1666,_, , ,喜欢,17,19,整体,正面
1667,物流,0,2,快,2,3,物流,正面
1668,卸妆,0,2,还不错,2,5,整体,正面
1668,赠品,6,8,_, , ,价格,正面
1669,_, , ,非常好,4,7,整体,正面
1669,物流,10,12,非常强,13,16,物流,正面
1670,_, , ,挺好用的,0,4,整体,正面
1670,_, , ,太少了,6,9,其他,负面
1671,_, , ,很舒服,3,6,整体,正面
1671,_, , ,不会浮粉,7,11,使用体验,正面
1672,_, , ,很好用,0,3,整体,正面
1672,_, , ,挺湿润的,4,8,使用体验,正面
1672,_, , ,不干,9,11,使用体验,正面
1672,物流,25,27,给力,29,31,物流,正面
1673,_, , ,很好用,0,3,整体,正面
1674,_, , ,正品,8,10,真伪,正面
1675,_, , ,非常好,0,3,整体,正面
1675,_, , ,好帖,8,10,使用体验,正面
1675,_, , ,好喜欢,5,8,整体,正面
1676,_, , ,挺好的,8,11,整体,正面
1677,_, , ,一般般,6,9,整体,中性
1678,_, , ,还可以,0,3,整体,正面
1679,包装,0,2,很大气,2,5,包装,正面
1679,_, , ,很服帖,7,10,使用体验,正面
1679,外观,12,14,很漂亮,15,18,包装,正面
1680,_, , ,很好,5,7,整体,正面
1680,_, , ,便宜,9,11,价格,正面
1681,味道,20,22,喜欢,17,19,气味,正面
1682,_, , ,还不错,0,3,整体,正面
1682,_, , ,挺清爽的,6,10,使用体验,正面
1683,_, , ,挺好的,0,3,整体,正面
1683,_, , ,便宜,11,13,价格,正面
1684,_, , ,最实汇的,0,4,价格,正面
1685,快递,7,9,非常给力,9,13,物流,正面
1685,活动力度,19,23,大,23,24,价格,正面
1685,_, , ,很便宜,25,28,价格,正面
1686,补水效果,8,12,超好,12,14,功效,正面
1686,_, , ,好实惠,4,7,价格,正面
1687,_, , ,五星好评,13,17,整体,正面
1688,泡沫,4,6,不多,6,8,使用体验,中性
1688,清洁力,10,13,跟强,13,15,功效,正面
1688,_, , ,很好用,0,3,整体,正面
1688,_, , ,有香味,16,19,气味,正面
1688,_, , ,很补水,23,26,功效,正面
1689,_, , ,正品,3,5,真伪,正面
1690,_, , ,那么白,9,12,功效,负面
1691,_, , ,不怎么样,2,6,整体,负面
1691,_, , ,不是很遮瑕,7,12,功效,负面
1691,_, , ,不服帖,13,16,使用体验,负面
1692,质量,2,4,不错,4,6,其他,正面
1692,_, , ,非常喜欢,6,10,整体,正面
1692,_, , ,很满意,16,19,整体,正面
1693,_, , ,很润,0,2,使用体验,正面
1693,_, , ,喜欢,3,5,整体,正面
1694,_, , ,有点味道,2,6,气味,负面
1694,_, , ,不太喜欢,7,11,气味,负面
1694,_, , ,还好,14,16,整体,正面
1694,_, , ,过得去,17,20,整体,正面
1695,_, , ,很实惠,2,5,价格,正面
1696,_, , ,非常满意,5,9,整体,正面
1696,快递员,18,21,很好,22,24,物流,正面
1696,_, , ,好评,25,27,整体,正面
1697,_, , ,五分好评,11,15,整体,正面
1697,价格,6,8,划算,8,10,价格,正面
1698,发货速度,0,4,很快,4,6,物流,正面
1699,_, , ,不错,0,2,整体,正面
1700,_, , ,挺好的,12,15,整体,正面
1700,_, , ,好用,22,24,整体,正面
1701,_, , ,不错,2,4,整体,正面
1701,_, , ,不油,5,7,使用体验,正面
1702,_, , ,稍微过敏,20,24,使用体验,负面
1703,价格,5,7,很美丽,8,11,价格,正面
1703,_, , ,挺好了,0,3,整体,正面
1704,_, , ,非常好,13,16,整体,正面
1704,_, , ,不沙眼睛,21,25,使用体验,正面
1705,清爽度,0,3,_, , ,使用体验,中性
1705,_, , ,实惠,9,11,价格,正面
1706,_, , ,挺好用,0,3,整体,正面
1706,价格,20,22,实惠,22,24,价格,正面
1707,_, , ,确实不错,6,10,整体,正面
1708,包装,25,27,很好,27,29,包装,正面
1709,性价比,20,23,高,24,25,价格,正面
1709,_, , ,好用,17,19,整体,正面
1710,_, , ,很好,5,7,整体,正面
1711,保湿,12,14,很不错,14,17,功效,正面
1712,精华,5,7,特别多,8,11,成分,正面
1712,_, , ,非常好用,0,4,整体,正面
1713,_, , ,好评,23,25,整体,中性
1714,上妆效果,0,4,容易上装,5,9,使用体验,正面
1714,_, , ,自然,14,16,功效,正面
1714,_, , ,不干燥,21,24,使用体验,正面
1715,_, , ,蛮好用的,2,6,整体,正面
1715,_, , ,蛮白的,11,14,功效,正面
1715,_, , ,特别细腻,23,27,使用体验,正面
1715,_, , ,均匀,27,29,功效,正面
1716,_, , ,方便,12,14,整体,正面
1716,速度,17,19,快,19,20,物流,正面
1717,_, , ,一般,0,2,整体,中性
1718,_, , ,喜欢,12,14,整体,正面
1718,_, , ,提亮肤色,7,11,功效,正面
1719,_, , ,好惊喜,32,35,整体,正面
1720,_, , ,还不错,16,19,整体,正面
1721,包装,1,3,不行,5,7,包装,负面
1722,_, , ,特别好用,9,13,整体,正面
1723,_, , ,超喜欢,7,10,整体,正面
1723,_, , ,很不错,14,17,整体,正面
1723,_, , ,一如既往的喜欢,20,27,整体,正面
1724,_, , ,补水,35,37,功效,正面
1724,_, , ,保湿,37,39,功效,正面
1724,_, , ,提亮,39,41,功效,正面
1724,_, , ,清洁,41,43,功效,正面
1724,_, , ,收缩毛孔,43,47,功效,正面
1725,_, , ,很好,9,11,整体,正面
1725,_, , ,不错,36,38,整体,正面
1726,_, , ,绝对正品,23,27,真伪,正面
1726,_, , ,不过敏,41,44,使用体验,正面
1726,_, , ,美美哒,37,40,整体,正面
1727,卖家,3,5,很好,0,2,服务,正面
1727,礼品,12,14,_, , ,价格,正面
1728,价钱,12,14,合理,14,16,价格,正面
1728,赠品,17,19,很多,19,21,价格,正面
1729,_, , ,很好用,0,3,整体,正面
1729,_, , ,很白,4,6,功效,正面
1730,_, , ,还不错,7,10,整体,正面
1730,价格,11,13,很亲民,14,17,价格,正面
1731,防晒,0,2,不错,6,8,功效,正面
1731,_, , ,显白,14,16,功效,正面
1731,隔离效果,2,6,不错,6,8,功效,正面
1732,卸妆,0,2,比较干净,2,6,功效,正面
1733,快递,0,2,快,3,4,物流,正面
1733,_, , ,特别自然,19,23,功效,正面
1733,_, , ,白了一个度,26,31,功效,正面
1734,_, , ,很不错,2,5,整体,正面
1734,_, , ,不浮粉,6,9,使用体验,正面
1734,_, , ,不跑妆,10,13,使用体验,正面
1735,香味,16,18,特喜欢,11,14,气味,正面
1736,_, , ,挺好的,0,3,整体,正面
1736,_, , ,好吸收,4,7,使用体验,正面
1736,_, , ,适合,9,11,整体,正面
1737,_, , ,不错,2,4,整体,正面
1737,_, , ,好评,5,7,整体,正面
1738,_, , ,跟补水,4,7,功效,正面
1739,_, , ,垃圾,4,6,整体,负面
1739,_, , ,欺骗,29,31,服务,负面
1740,_, , ,很好,19,21,整体,正面
1741,快递,11,13,很给力,13,16,物流,正面
1741,_, , ,蛮好的,24,27,整体,正面
1741,活动,29,31,便宜了很多,34,39,价格,正面
1742,_, , ,很好用,2,5,整体,正面
1743,_, , ,超级好用,0,4,整体,正面
1743,_, , ,美美的,13,16,整体,正面
1744,_, , ,超级划算,14,18,价格,正面
1745,_, , ,油,0,1,使用体验,负面
1746,_, , ,还是不错的,6,11,功效,正面
1747,_, , ,挺划算,2,5,价格,正面
1748,_, , ,蛮喜欢的,22,26,整体,正面
1749,_, , ,是正品,3,6,真伪,正面
1750,_, , ,非常好,19,22,整体,正面
1751,_, , ,特别好,0,3,整体,正面
1751,_, , ,很滋润,9,12,使用体验,正面
1751,补水效果,12,16,不错,17,19,功效,正面
1751,_, , ,满分,20,22,整体,正面
1752,_, , ,非常好用,12,16,整体,正面
1752,_, , ,很满意,22,25,整体,正面
1753,_, , ,不错,12,14,整体,正面
1754,_, , ,还不错,0,3,整体,正面
1754,_, , ,便宜很多,16,20,价格,正面
1755,_, , ,挺好的,9,12,整体,正面
1756,_, , ,好用,15,17,整体,正面
1757,_, , ,还好,5,7,整体,正面
1757,_, , ,不爽,27,29,价格,负面
1758,物流,0,2,快,2,3,物流,正面
1759,_, , ,很好用,0,3,整体,正面
1759,_, , ,白白透透的,7,12,功效,正面
1759,_, , ,一点也不浮,13,18,使用体验,正面
1759,_, , ,好上妆,19,22,使用体验,正面
1760,修饰肤色,4,8,比较自然,11,15,功效,正面
1761,_, , ,还不错,10,13,整体,正面
1761,价格,14,16,便宜,17,19,价格,正面
1762,物流,0,2,真快,2,4,物流,正面
1762,_, , ,很划算,13,16,价格,正面
1763,_, , ,喜欢,2,4,整体,正面
1764,_, , ,是正品,0,3,真伪,正面
1764,_, , ,很好用,8,11,整体,正面
1765,水分,3,5,足,5,6,成分,正面
1765,_, , ,很实惠,23,26,价格,正面
1765,_, , ,不错,0,2,整体,正面
1765,_, , ,贴个面部,7,11,使用体验,正面
1765,_, , ,非常好用,12,16,整体,正面
1766,_, , ,很好用,0,3,整体,正面
1767,物流,10,12,很快,12,14,物流,正面
1767,服务态度,15,19,很好,19,21,服务,正面
1767,_, , ,不错,2,4,整体,正面
1768,送货速度,0,4,快,4,5,物流,正面
1768,_, , ,好,5,6,整体,正面
1769,_, , ,没有紧绷感,5,10,使用体验,正面
1769,_, , ,补水,0,2,功效,正面
1770,_, , ,好用,0,2,整体,正面
1770,_, , ,很实惠,11,14,价格,正面
1771,送货,4,6,很给力,7,10,物流,正面
1771,_, , ,不错,19,21,整体,正面
1772,物流,0,2,慢死,2,4,物流,负面
1772,赠品,22,24,没,21,22,价格,负面
1773,_, , ,挺好的,11,14,整体,正面
1773,_, , ,好评,15,17,整体,正面
1774,_, , ,好用,0,2,整体,正面
1774,_, , ,非常不错,11,15,整体,正面
1775,上妆效果,0,4,不错,5,7,功效,正面
1775,上妆效果,0,4,很自然,8,11,功效,正面
1776,价格,0,2,便宜,3,5,价格,正面
1776,味道,6,8,清新,8,10,气味,正面
1776,_, , ,很舒适,13,16,使用体验,正面
1776,_, , ,清爽,16,18,使用体验,正面
1777,快递小哥,17,21,很给力,21,24,服务,正面
1777,包装,27,29,_, , ,包装,负面
1778,物流速度,24,28,很快,28,30,物流,正面
1778,_, , ,很不错,0,3,整体,正面
1778,_, , ,喜欢,16,18,整体,正面
1778,_, , ,点赞,19,21,整体,正面
1779,_, , ,不好用,0,3,整体,负面
1779,清洁能力,4,8,差的要死,8,12,功效,负面
1780,_, , ,很贴皮肤,8,12,使用体验,正面
1781,_, , ,特别好,2,5,整体,正面
1782,_, , ,还可以,9,12,整体,正面
1782,_, , ,服帖,16,18,使用体验,正面
1783,_, , ,很水润,0,3,使用体验,正面
1783,_, , ,超级好用,4,8,整体,正面
1784,_, , ,很清爽,4,7,使用体验,正面
1784,_, , ,还行,22,24,整体,正面
1784,_, , ,很好涂开,8,12,使用体验,正面
1784,_, , ,泛油光,16,19,使用体验,中性
1785,_, , ,超级服帖,24,28,使用体验,正面
1785,_, , ,很喜欢,29,32,整体,正面
1786,包装,6,8,好,8,9,包装,正面
1786,服务,10,12,好,8,9,服务,正面
1786,_, , ,五星好评,14,18,整体,正面
1787,_, , ,非常喜欢,7,11,整体,正面
1787,_, , ,非常好用,0,4,整体,正面
1788,快递,0,2,速度快,2,5,物流,正面
1788,_, , ,还不错,6,9,整体,正面
1789,_, , ,很好用,0,3,整体,正面
1789,_, , ,便宜,11,13,价格,正面
1790,泡沫,2,4,不太好洗掉,4,9,使用体验,负面
1791,设计,6,8,很帮,8,10,其他,正面
1791,_, , ,挺好用的,11,15,整体,正面
1792,_, , ,还可以,0,3,整体,中性
1793,_, , ,满意,2,4,整体,正面
1794,补水效果,0,4,好,4,5,功效,正面
1794,_, , ,好用,15,17,整体,正面
1795,物流速度,12,16,快,17,18,物流,正面
1795,老板,19,21,很好,22,24,服务,正面
1795,_, , ,还是不错的,2,7,整体,正面
1795,_, , ,很喜欢,8,11,整体,正面
1796,_, , ,不错,0,2,整体,正面
1796,_, , ,很好用,3,6,整体,正面
1797,_, , ,好评,0,2,整体,正面
1797,_, , ,很好用,9,12,整体,正面
1798,推开,6,8,不错,9,11,使用体验,正面
1798,_, , ,很香,0,2,气味,正面
1798,_, , ,白白嫩嫩的,12,17,使用体验,正面
1799,_, , ,难用,0,2,整体,负面
1799,_, , ,不适合,11,14,整体,负面
1799,_, , ,怪怪的,22,25,整体,负面
1799,_, , ,浮了,30,32,使用体验,负面
1800,活动,2,4,超级合适,4,8,价格,正面
1800,送货速度,18,22,非常快,22,25,物流,正面
1800,精华液,29,32,很多,32,34,成分,正面
1801,_, , ,还可以,18,21,整体,正面
1802,包装,3,5,很好,0,2,包装,正面
1802,_, , ,很好,0,2,整体,正面
1803,物流,15,17,很快,17,19,物流,正面
1803,_, , ,很好,0,2,整体,正面
1803,_, , ,非常好,2,5,整体,正面
1803,_, , ,很满意,6,9,整体,正面
1803,_, , ,不错,12,14,整体,正面
1804,_, , ,可以,0,2,整体,正面
1804,_, , ,很好用,3,6,整体,正面
1805,_, , ,不错,0,2,整体,正面
1805,_, , ,快,4,5,物流,正面
1806,活动,1,3,_, , ,价格,正面
1806,_, , ,还行,17,19,整体,正面
1807,_, , ,挺好用,0,3,整体,正面
1807,_, , ,不干皮,4,7,使用体验,正面
1807,_, , ,肤色很亮,10,14,功效,正面
1807,_, , ,不脱妆,15,18,使用体验,正面
1807,_, , ,好用,32,34,整体,正面
1808,活动,13,15,很实惠,16,19,价格,正面
1808,补水效果,3,7,很好,7,9,功效,正面
1808,_, , ,好用,0,2,整体,正面
1809,_, , ,很不错,0,3,整体,正面
1809,_, , ,很好,24,26,整体,正面
1810,_, , ,还可以,0,3,整体,正面
1810,_, , ,挺服帖的,7,11,使用体验,正面
1811,_, , ,还可以,0,3,整体,正面
1812,_, , ,可以,0,2,整体,正面
1812,_, , ,油亮亮的,11,15,使用体验,负面
1813,_, , ,超喜欢的,0,4,整体,正面
1813,_, , ,很自然,7,10,功效,正面
1813,_, , ,美美哒,10,13,整体,正面
1814,_, , ,滑滑的,4,7,使用体验,正面
1814,_, , ,不紧绷,8,11,使用体验,正面
1815,态度,18,20,很好,20,22,服务,正面
1815,_, , ,相当的满意,23,28,服务,正面
1816,_, , ,一般,5,7,整体,中性
1817,_, , ,挺好的,15,18,整体,正面
1817,_, , ,有点香,21,24,气味,负面
1817,_, , ,不适应,27,30,气味,负面
1818,_, , ,还不错,11,14,整体,正面
1818,_, , ,不油腻,15,18,使用体验,正面
1818,_, , ,很滋润,19,22,使用体验,正面
1819,_, , ,不太好,0,3,整体,负面
1820,补水效果,4,8,不错,8,10,功效,正面
1821,_, , ,比较贴合,9,13,使用体验,正面
1821,_, , ,不错,0,2,整体,正面
1822,颜色,0,2,比较好看,2,6,功效,正面
1822,_, , ,清凉,11,13,使用体验,正面
1822,_, , ,还可以,17,20,整体,正面
1823,味道,21,23,不好,27,29,气味,负面
1824,_, , ,很划算,7,10,价格,正面
1824,_, , ,不错,18,20,整体,正面
1825,外观,0,2,好看,2,4,包装,正面
1825,_, , ,很滋润,13,16,使用体验,正面
1825,香味,23,25,很好闻,26,29,气味,正面
1826,速度,5,7,佩服,0,2,物流,正面
1827,_, , ,不错,2,4,整体,正面
1827,_, , ,很喜欢,5,8,整体,正面
1828,_, , ,很超值,7,10,价格,正面
1829,收货,0,2,迅速,2,4,物流,正面
1829,_, , ,很保湿,14,17,功效,正面
1829,_, , ,不行,34,36,整体,负面
1829,_, , ,很粘,41,43,使用体验,负面
1830,_, , ,不是很好用,5,10,整体,负面
1831,价格,0,2,优惠,2,4,价格,正面
1831,_, , ,挺好,7,9,整体,正面
1831,_, , ,很喜欢,10,13,整体,正面
1832,遮瑕效果,0,4,超好,4,6,功效,正面
1832,_, , ,有点干,14,17,使用体验,负面
1833,_, , ,很划算,8,11,价格,正面
1833,_, , ,挺好的,4,7,整体,正面
1833,_, , ,还不错,0,3,整体,正面
1834,大小,0,2,刚好,2,4,尺寸,正面
1834,水份,5,7,足,7,8,成分,正面
1834,_, , ,白嫩,11,13,使用体验,正面
1835,_, , ,满意,5,7,整体,正面
1836,_, , ,好评,19,21,整体,正面
1836,_, , ,很好用,15,18,整体,正面
1836,_, , ,很好,3,5,整体,正面
1837,_, , ,不错,0,2,整体,正面
1838,_, , ,一直信赖,18,22,整体,正面
1838,_, , ,很划算的,0,4,价格,正面
1839,_, , ,正品,15,17,真伪,正面
1839,_, , ,蛮好用的,6,10,整体,正面
1840,_, , ,还可以,2,5,整体,正面
1841,_, , ,好用,7,9,整体,正面
1842,_, , ,很好用,26,29,整体,正面
1843,赠品,9,11,_, , ,价格,正面
1843,_, , ,有点油,15,18,使用体验,正面
1844,_, , ,很喜欢,0,3,整体,正面
1845,_, , ,很不错,0,3,整体,正面
1845,保湿效果,12,16,不错,16,18,功效,正面
1845,遮瑕效果,19,23,很好,23,25,功效,正面
1845,_, , ,不算太贵,27,31,价格,正面
1845,_, , ,能接受,32,35,价格,正面
1846,_, , ,挺好的,2,5,整体,正面
1847,_, , ,不错,0,2,整体,正面
1848,_, , ,很喜欢,4,7,整体,正面
1848,_, , ,好,9,10,整体,正面
1848,_, , ,不错,11,13,整体,正面
1849,_, , ,还不错,7,10,整体,正面
1849,味道,11,13,一样,17,19,气味,正面
1849,_, , ,挺好用,24,27,整体,正面
1850,_, , ,不错,2,4,整体,正面
1850,_, , ,挺好的,7,10,整体,正面
1851,_, , ,很滋润,0,3,使用体验,正面
1851,_, , ,不厚重,4,7,使用体验,正面
1851,_, , ,好用,8,10,整体,正面
1852,_, , ,挺好用的,5,9,整体,正面
1853,_, , ,挺好的,0,3,整体,正面
1854,物流,0,2,很快,2,4,物流,正面
1854,_, , ,还可以,20,23,整体,正面
1854,_, , ,满喜欢的,25,29,整体,正面
1855,_, , ,不错,0,2,整体,正面
1855,_, , ,挺好用,10,13,整体,正面
1856,_, , ,假的,6,8,真伪,负面
1856,_, , ,都是胶,13,16,使用体验,负面
1856,_, , ,坑人,20,22,整体,负面
1857,_, , ,非常满意,9,13,整体,正面
1858,_, , ,一如既往的好,18,24,整体,正面
1858,发货速度,25,29,快,29,30,物流,正面
1858,包装,31,33,仔细,33,35,包装,正面
1858,日期,36,38,新鲜,38,40,新鲜度,正面
1859,_, , ,不错,0,2,整体,正面
1859,_, , ,很好,9,11,整体,正面
1860,客服,26,28,没有人理会,28,33,服务,负面
1861,快递,13,15,超快,15,17,物流,正面
1862,物流,13,15,很快,16,18,物流,正面
1862,_, , ,还不错,9,12,整体,正面
1863,_, , ,很给力,17,20,整体,正面
1864,_, , ,东西少了,2,6,其他,负面
1865,补水效果,2,6,明显,6,8,功效,正面
1865,吸收,9,11,迅速,11,13,使用体验,正面
1866,_, , ,一如既往的好,10,16,整体,正面
1867,外箱,14,16,_, , ,包装,负面
1868,_, , ,很亲和,6,9,使用体验,正面
1868,_, , ,很好用,10,13,整体,正面
1869,_, , ,挺好,5,7,整体,正面
1870,_, , ,很气人,19,22,物流,负面
1870,_, , ,有点坑,9,12,物流,负面
1871,_, , ,假货,0,2,真伪,负面
1872,_, , ,还好,11,13,整体,正面
1872,_, , ,挺薄的,7,10,使用体验,正面
1873,清洁能力,0,4,_, , ,功效,中性
1873,香味,15,17,喜欢,12,14,气味,正面
1873,_, , ,细滑,5,7,使用体验,正面
1873,_, , ,容易冲洗,7,11,使用体验,正面
1874,_, , ,好用的,0,3,整体,正面
1874,补水效果,4,8,挺好的,8,11,功效,正面
1875,_, , ,挺好用的,2,6,整体,正面
1875,_, , ,挺好,38,40,整体,正面
1876,_, , ,正品,3,5,真伪,正面
1877,_, , ,温和不刺激,0,5,使用体验,正面
1877,_, , ,很棒,13,15,整体,正面
1877,价格,29,31,平民价,32,35,价格,正面
1877,_, , ,很好,36,38,整体,正面
1878,_, , ,棒棒哒,0,3,整体,正面
1879,_, , ,不太适合,3,7,整体,负面
1879,_, , ,不吸收,9,12,使用体验,负面
1880,_, , ,辣眼睛,23,26,使用体验,负面
1881,_, , ,不好用,0,3,整体,负面
1881,遮瑕效果,4,8,不好,8,10,功效,负面
1881,_, , ,比较干,11,14,使用体验,负面
1881,_, , ,不保湿,15,18,功效,负面
1882,速度,11,13,_, , ,整体,正面
1883,_, , ,挺好用的,0,4,整体,正面
1884,_, , ,很舒服,2,5,使用体验,正面
1884,_, , ,滑滑的,7,10,使用体验,正面
1885,_, , ,还可以,0,3,整体,正面
1886,_, , ,正品,3,5,真伪,正面
1886,价格,8,10,很实惠,10,13,价格,正面
1887,_, , ,一般般,0,3,整体,中性
1888,活动,0,2,_, , ,价格,正面
1888,补水效果,5,9,很好,9,11,功效,正面
1888,味道,12,14,好闻,14,16,气味,正面
1889,物流,15,17,非常的快,18,22,物流,正面
1889,_, , ,不错,2,4,整体,正面
1889,_, , ,很实在,5,8,整体,正面
1889,_, , ,非常的好用,9,14,整体,正面
1890,_, , ,量足,0,2,其他,正面
1890,_, , ,喜欢,17,19,整体,正面
1891,_, , ,还不错,2,5,整体,正面
1892,_, , ,特别特别划算,0,6,价格,正面
1892,_, , ,便宜,11,13,价格,正面
1892,_, , ,不长闭合,26,30,使用体验,正面
1892,_, , ,不油,36,38,使用体验,正面
1893,_, , ,水润,3,5,使用体验,正面
1894,价,5,6,廉,6,7,价格,正面
1895,_, , ,不错,2,4,整体,正面
1895,包装,6,8,完整,8,10,包装,正面
1896,包装,5,7,精美,7,9,包装,正面
1896,_, , ,不错,2,4,整体,正面
1897,_, , ,不错,0,2,整体,正面
1897,_, , ,很满意,6,9,整体,正面
1898,_, , ,油腻腻的,23,27,使用体验,负面
1898,_, , ,不喜欢,2,5,整体,负面
1899,_, , ,还行,0,2,整体,正面
1900,_, , ,还可以,0,3,整体,正面
1901,_, , ,很香,0,2,气味,正面
1902,_, , ,不错的,32,35,整体,正面
1903,_, , ,还可以,0,3,整体,正面
1903,_, , ,有点油,6,9,使用体验,中性
1904,遮瑕力,0,3,一般,3,5,功效,中性
1904,_, , ,轻薄,9,11,使用体验,正面
1904,_, , ,提亮肤色,12,16,功效,正面
1905,_, , ,不刺激,10,13,使用体验,正面
1905,_, , ,很好,14,16,整体,正面
1905,_, , ,清洁,0,2,功效,正面
1905,_, , ,干净,2,4,功效,正面
1905,价格,5,7,亲民,7,9,价格,正面
1906,活动,0,2,_, , ,价格,正面
1906,_, , ,很划算,6,9,价格,正面
1906,_, , ,很保湿,11,14,功效,正面
1906,_, , ,补水,14,16,功效,正面
1907,_, , ,还不错,2,5,整体,正面
1907,_, , ,很润,7,9,使用体验,正面
1908,送货,0,2,比较快,2,5,物流,正面
1909,_, , ,太差,0,2,整体,负面
1909,_, , ,卡粉,3,5,使用体验,负面
1910,_, , ,还不错,10,13,整体,正面
1910,_, , ,挺细腻,14,17,使用体验,正面
1911,_, , ,非常好用,0,4,整体,正面
1912,_, , ,太干,5,7,使用体验,负面
1912,_, , ,有点小,14,17,尺寸,中性
1912,上妆效果,23,27,一般,28,30,功效,中性
1912,持久情况,31,35,_, , ,功效,正面
1913,_, , ,超级喜欢,0,4,整体,正面
1913,服务,8,10,棒棒哒,10,13,服务,正面
1914,_, , ,不好用,0,3,整体,负面
1915,_, , ,还可以,0,3,整体,正面
1916,_, , ,特别好用,0,4,整体,正面
1916,_, , ,美美哒,12,15,使用体验,正面
1917,味道,12,14,还不错,14,17,气味,正面
1918,_, , ,挺好的,7,10,整体,正面
1918,_, , ,不油腻,13,16,使用体验,正面
1918,_, , ,清透,11,13,使用体验,正面
1919,礼盒,0,2,很精美,2,5,包装,正面
1919,_, , ,一点点,19,22,尺寸,负面
1919,赠品,23,25,很丰富,25,28,价格,正面
1920,快递员,0,3,很细心,3,6,物流,正面
1921,_, , ,不好,0,2,整体,负面
1922,_, , ,相当不错,4,8,整体,正面
1922,_, , ,很水润,9,12,使用体验,正面
1922,_, , ,很舒服,13,16,使用体验,正面
1923,_, , ,正品,13,15,真伪,正面
1924,_, , ,还不错,11,14,整体,正面
1925,妆感,0,2,比较厚重,2,6,使用体验,中性
1925,_, , ,很舒服,9,12,使用体验,正面
1926,_, , ,很好,0,2,整体,正面
1927,_, , ,非常不错,7,11,整体,正面
1928,赠品,5,7,_, , ,价格,正面
1929,_, , ,很好,10,12,整体,正面
1929,价格,13,15,便宜,15,17,价格,正面
1930,_, , ,很好,0,2,整体,正面
1931,物流,2,4,真不错,4,7,物流,正面
1931,_, , ,好评,43,45,整体,正面
1931,_, , ,细腻,38,40,使用体验,正面
1931,_, , ,滋润,40,42,使用体验,正面
1932,_, , ,不错,10,12,整体,正面
1933,_, , ,还可以,0,3,整体,正面
1933,酒精味,10,13,浓浓的,7,10,气味,负面
1934,_, , ,不错,0,2,整体,正面
1934,_, , ,好闻,7,9,气味,正面
1935,_, , ,挺好用的,0,4,整体,正面
1935,_, , ,超补水,5,8,功效,正面
1936,快递,10,12,超赞,12,14,物流,正面
1936,_, , ,超级好用,18,22,整体,正面
1936,_, , ,很服帖,25,28,使用体验,正面
1936,_, , ,修饰肤色,29,33,功效,正面
1936,_, , ,很喜欢,36,39,整体,正面
1936,_, , ,很赞,34,36,整体,正面
1937,补水效果,5,9,杠杠的,9,12,功效,正面
1938,_, , ,非常好,0,3,整体,正面
1939,_, , ,很好,0,2,整体,正面
1939,_, , ,不会过敏,9,13,使用体验,正面
1939,_, , ,很舒服,35,38,使用体验,正面
1939,_, , ,很水润,38,41,使用体验,正面
1939,_, , ,是正品,3,6,真伪,正面
1940,_, , ,很好,0,2,整体,正面
1940,_, , ,很快,3,5,物流,正面
1941,_, , ,喜欢,2,4,整体,正面
1941,_, , ,有点点油,9,13,使用体验,负面
1942,_, , ,很好用,0,3,整体,正面
1942,_, , ,很自然,9,12,功效,正面
1942,_, , ,很舒服,13,16,使用体验,正面
1943,包装,0,2,很好,2,4,包装,正面
1943,_, , ,很合适,15,18,整体,正面
1944,_, , ,还可以,14,17,整体,正面
1944,_, , ,大赞,32,34,整体,正面
1944,包装,22,24,_, , ,包装,正面
1945,活动价格,29,33,没有便宜很多,34,40,价格,负面
1946,_, , ,很好,8,10,整体,正面
1947,活动,1,3,_, , ,价格,正面
1947,_, , ,非常实惠,15,19,价格,正面
1947,保湿效果,22,26,不错,27,29,功效,正面
1948,_, , ,还可以,2,5,整体,正面
1948,_, , ,非常喜欢,6,10,整体,正面
1949,_, , ,很好用,16,19,整体,正面
1950,_, , ,非常好,0,3,整体,正面
1951,味道,13,15,好,16,17,气味,正面
1951,_, , ,很衬肤色,8,12,功效,正面
1952,_, , ,比较满意,7,11,整体,正面
1953,_, , ,很适合,8,11,整体,正面
1954,_, , ,还可以,0,3,整体,正面
1954,物流,39,41,挺快,42,44,物流,正面
1955,_, , ,还行,16,18,整体,正面
1955,保湿,25,27,差一些,29,32,功效,负面
