Polarities,new_text
正面,领了优惠券以后111
负面,包装太简陋了，
正面,快递员辛苦了(�&nabla
负面,酒精味好浓
正面,用得也很好噢，
正面,比较显白，
正面,试了一下东西特别好用。
正面,挺小只方便携带~好用的话会回购~
正面,不干燥。
正面,应该挺好的吧，
正面,还不错吧
正面,希望店家保持正品哦
负面,不好涂开吧
正面,这个用着挺好
正面,老妈很喜欢呀
负面,这款自然色咋那么白?
正面,小脸敷上去刚刚好很平整，
正面,美白，
正面,抹上白白透透的，
正面,品质一如既往的好，
负面,皮肤不好的时候会起皮。
正面,特别补水 
正面,洗面奶很温和，
正面,首先不得不说99元买还有两个替换装很划算，
正面,你还不入手吗？很棒，
负面,有点失望?
正面,感觉很服贴自然，
正面,很好用哦！
正面,快递很快 
正面,清洁效果不错，
正面,货收到了使用一下没有还可以就是有点小贵
正面,东西很好啊有活动时候买的也很划算 
负面,效果真的很一般，
正面,老婆说用的还不错，
负面,面膜有点硬，
正面,整体还不错吧 
正面,活动力度也很大，
正面,用起来感觉补水效果很明显
正面,用了几天很好！
正面,而且白的自然，
中性,希望是正品
正面,同事也很喜欢。
正面,客服服务态度也不错。
正面,很不错的一次购物哦
负面,稍微偏硬，
正面,划算，
正面,东西不错值得好评
正面,这款卸妆水挺不错的，
正面,还可以第二次购买了
正面,日常补水没问题了 
正面,用这个超级滋润，
负面,这还是品牌的包装太差了。
正面,服务好 
正面,大爱！
正面,和实体店一样还便宜，
正面,价格也不高，
正面,用了用还不错
负面,假的吧，
正面,很补水的哦，
正面,精华特别多，
正面,很光滑，
正面,也不过敏！
负面,感觉被骗了！
正面,味道淡淡的清香。
正面,产品非常好，
正面,很不错??
正面,效果也不错，
负面,洗了脸有点紧绷，
正面,老婆喜欢，
正面,送货速度超快 
正面,很滋润、挺好的，
正面,包装完整，
正面,包装完整。
负面,个人情况：太干了 
正面,面膜颜值很高，
中性,个人情况：有点点酒精味，
正面,包装仔细，
正面,速度快！
正面,并且价格也美丽
正面,快递超赞，
正面,非常不错噢
正面,面膜效果非常不错**发货也非常给力 
负面,卸妆水感觉很少
正面,宝贝还不错啊，
正面,也不是那种特别厚重的百，
正面,外观很喜欢，
正面,质地柔软细腻，
正面,五星好评。
正面,保湿，
正面,双12活动买的，
负面,敷完脸上都是胶，
正面,很好用补水保湿效果很好，
正面,搞活动买的第20条也不错的
正面,同品牌用过其它的很好 
正面,很多泡泡，
正面,带点香味！
正面,挺好不错，
负面,给我的感觉像没洗干净。
正面,清洁皮肤效果很好
负面,有点卡粉
正面,效果比较好。
正面,反正只能说不过敏吧
正面,个人觉得用后虽然没有紧绷感，
正面,不紧绷，
正面,比***那些好多了
正面,棒极了，
负面,不能用
正面,看着就很高大上，
负面,就是这个色号比我稍微暗一点，
正面,包装精美，
正面,超喜欢的、用了很自然美美哒
正面,面膜收到了一直用***化妆品和面膜挺好用
正面,特别水润的哦～
正面,都说好
负面,清洁能力：洗不干净，
正面,东西很不错，
正面,水润不干燥，
正面,谢谢店家的赠品
正面,不错的面膜，
正面,提亮肤色效果好
正面,遮瑕还好，
正面,看起来挺好的，
正面,这几天用了保湿效果不错，
正面,擦了以后很自然。
正面,而且不过敏。
正面,挺好用的。
正面,物流特别快，
正面,效果还是很不错的
正面,感觉很不错哦
中性,吸收情况：有点厚重夏天用
负面,效果不是很好
负面,但是瓶口没有密封口，
正面,用了以后感觉保湿效果还是很不错的，
正面,精华液特别多，
正面,吸收挺好的，
正面,快递还可以吧咋天上午下单，
正面,气垫水润，
正面,美白效果没话说了，
正面,**物流就是给力
正面,女神节活动，
正面,我觉得这款还蛮好用的，
正面,必须五星好评啊
正面,试用了下还可以，
正面,清洁能力强，
负面,很气人！
正面,很好的宝贝，
正面,温和不太刺激，
正面,**的物流真是超级快，
正面,面膜非常滋润，
负面,粉底有香味我不太喜欢有香味的怕熏到对象
正面,物流也是超快的
正面,效果很不错，
正面,价格也很划算
负面,还说都是保质期三四年呢客服态度敷衍了事
正面,**送货就是快！
负面,又卡又浮粉，
负面,好没用
正面,也没有什么不良反应，
负面,酒精味很明显 
负面,这款洗面奶会刺激皮肤，
正面,打开很香，
正面,看着还可以，
正面,整体描述：总体来说还不错！
正面,用着很好
正面,惊讶的是速度，
正面,送货比较快，
正面,结果颜色正好。
正面,好多水，
正面,扫了下显示正品，
正面,遮红血丝，
正面,包装的很好，
正面,蛮好。
正面,用着还可以。
正面,遮暇还可以，
正面,很自然，
中性,希望补水效果大大滴
负面,黏黏糊糊不吸收
正面,快递非常给力，
正面,不错。
正面,比较自然
正面,提亮肤色，
正面,非常好 
正面,东西特别好特别好东西特别好特别好
正面,很满意哦
正面,保湿不干，
正面,面膜比较补水，
正面,又好用！
负面,每次用完都是满脸浮粉，
负面,没有感觉到有美白 
正面,很好用啊，
负面,包装也不好，
正面,特别水嫩
正面,价格很实惠，
正面,搞活动时买便宜实惠
正面,第一次用皮肤也没有出现过敏现象。
负面,防晒的看起来有点小
负面,差差差
正面,味道也喜欢
正面,性价比很高
正面,不会掉粉
负面,味道太大了，
正面,不错的哦，
正面,用着还可以！
正面,也是一款不错的CC霜
正面,水润保湿，
正面,用了不错
正面,还好，
正面,滑滑的
正面,很赞，
负面,客服态度极差。
正面,看着包装还是挺不错的。
正面,好推开不卡粉，
正面,有保湿效果
负面,补水可以就是味道太香了，
负面,太小一支了哈哈，
负面,很小，
正面,又实惠
正面,??***人鱼公主面膜贴33片装（水养面膜20pc+雪润面膜13片）女海藻补水保湿提亮清洁收缩毛孔
正面,真的好便宜，
正面,俩口觉得很好的，
负面,有点卡粉，
负面,怀疑不是正品啊
正面,划算
正面,听她说挺好用的！
正面,不油腻，
正面,不过送了一付面膜效果不错，
正面,宝贝收到非常喜欢
正面,东西也不错，
正面,很好很自然，
正面,连续用了两片补水棒棒的，
正面,送货速度快。
正面,也不紧绷，
正面,挺舒服的，
正面,很好吸收，
正面,用了觉得补水效果还不错，
负面,还是紧绷
正面,很好 
负面,这次买的这个面膜快递刚收到时外箱有被拆过的痕迹，
正面,商品质量五星好评
正面,不错挺好的，
正面,可以提亮肤色，
正面,开票也快！
负面,不太好不太好，
正面,应该不错的
正面,看着不错和以前买的一样还没用快递小哥很给力服务很好
正面,而且敷完以后脸上很舒服，
负面,物流慢死，
正面,是正品，
正面,赠品加面膜，
正面,感觉方便。
正面,很好用、买一送一超级划算、**物流超快！
中性,清洁能力：搞活动很实惠
正面,面膜刚到很喜欢 
正面,看起来不错！
正面,物流速度很快
正面,婆婆说很不错，
正面,快递很快，
负面,气垫扑太厚了。
正面,卸妆水好清爽不刺激，
负面,而且不是很好用，
负面,太小了，
正面,是会有好用的东西
负面,不太喜欢，
正面,味道也好
正面,挺清爽的
正面,速度也快，
正面,补水效果还可以。
正面,收货很快，
正面,用后脸水润润的，
正面,不浮粉，
正面,揭下面膜稍微拍几下就吸收了。
正面,薄薄一层满满精华素，
正面,这次还有小礼品，
正面,粘稠，
正面,挺实惠的！
正面,喜欢，
正面,比较温和，
正面,评价实惠好用！
正面,昨天到了还没用、不过我都是在这家店买的好几次了很喜欢
负面,另外有一个赠品，
正面,有淡淡得香味，
正面,先好评
正面,也比较好用
正面,东西很好，
中性,味道一般不是香香的那种 
负面,不过有一点点增白效果她不喜欢
正面,喜欢。
正面,是真品
负面,感觉像假的，
正面,挺好用的是正品
中性,一般般，
正面,面膜纸也不厚 
负面,感觉没以前好用了
正面,感觉白了一个度
正面,感觉还不错。
正面,非常的香，
正面,非常满意
正面,很棒。
正面,淡淡的味道，
正面,面膜蛮轻薄的，
正面,一直用的，
正面,喜欢这个
正面,老婆拆开冼了一次很好，
正面,非常满意..以后还会光顾..值得购买
正面,味道非常喜欢，
正面,按压设计很有新意很方便。
正面,快递也很快哦～有需要还会来买的～
负面,正品？？
正面,双十一价位就很给力
正面,味道好闻
正面,挺保湿的，
正面,很亮，
正面,感觉还可以。
正面,喜欢它的设计，
正面,物流太给力了！
正面,总之还可以，
正面,双十一价格实惠！
负面,试用了一下就是有点黏黏的不知道是不是正品。
正面,服务也非常好，
正面,隔离霜味道很好闻。
正面,一直就喜欢这个牌子的隔离霜，
正面,还不错还不错
中性,也不知道具体卸的干不干净，
正面,快递好，
正面,刚用了两次感觉很好用，
正面,买错了但自然色也很好
正面,没有浮粉
正面,控油效果：还行。
正面,但很快就到了i
正面,吸收情况：可以
正面,保湿
负面,气味重不好闻，
正面,用着挺好的
正面,价格很实惠**很给力，
正面,用起来感觉还好，
正面,价格不算贵！
正面,很好不错非常喜欢下次再买
正面,东西挺好，
正面,快递挺快的，
正面,显得皮肤蛮白的，
正面,味道挺淡蛮好闻，
负面,总觉得太香了
正面,物流超快。
正面,超级好用
正面,用过一次这款隔离感觉我用的比别家比较适合我很喜欢这次继续回购
正面,清洁能力：清洁能力挺好的 
正面,物流给力！
正面,很好又送了一大瓶卸妆水
正面,东西还是不错的，
正面,而且是超值装 
负面,这包装的也是太随便了，
正面,应该不错吧。
正面,补水应该是没什么问题，
中性,每包的乳液有不同，
正面,东西收到了是正品，
正面,没什么过敏，
正面,挺好 
负面,脸滑滑/洗不净
正面,这次活动买了三盒?
正面,这张图代表东西不错但是我懒得拍照片了。
正面,很喜欢！
中性,东西很一般
正面,快递小哥神速
负面,感觉不是很好用 
正面,擦得均匀服帖
中性,包装口不知谁给隔开了，
正面,经查验是正品
正面,这款没有过敏反应，
正面,也挺环保。
正面,东西不错好用
正面,超实惠。
正面,味道很清新自然
正面,水水的 
负面,这个面膜不好用，
正面,值得推荐好评
正面,挺好的哟，
正面,看着还挺多的头天晚上买的第二天就到了就差明天使用效果了
正面,商品很满意！
正面,卖家好有爱，
正面,闻着味道也没错。
正面,很不错满满两大盒买一送一很划算
正面,确实不错哦
负面,服务态度员太差劲一点都不尊重别人
正面,使用感不错，
正面,也显白
正面,挺喜欢的
正面,用后不紧绷，
正面,真的是太超值啦，
正面,挺满意的
正面,还是挺好用的
正面,滋润不干，
负面,味道有点大，
正面,敷完脸嫩嫩的，
正面,上档次
正面,美白还可以遮暇，
正面,洗的干净不干燥!
负面,还刺痒啊
正面,物流好快昨天下的单今天就到了，
正面,超快哦，
正面,并且滋润
正面,大小刚好，
正面,很贴皮肤用完还会买的
正面,挺好的。
正面,面膜很薄很服帖，
正面,感觉还挺不错的，
正面,我很喜欢
正面,用的很好。
正面,温和程度：很好。
正面,双十一很便宜。
正面,不错朋友挺喜欢
正面,很细，
正面,也不卡粉
负面,还可以吧就是涂在脸上有些干
正面,面膜不错，
正面,很滋润是正品
正面,问道也可以，
正面,清洁能力：清洁效果好，
正面,用起来还可以吧，
正面,用着好，
正面,快递和服务都好评
正面,经济实惠，
正面,一直都用的***，
正面,气味也蛮好
正面,也很提亮肤色，
正面,面膜纸尺寸大小合适，
正面,和这个一样好用，
正面,用着不错 
正面,包装完整没有破损卖家服务态度好有问必答，
正面,保湿补水
正面,遮暇效果很好，
正面,快递也很给力，
正面,特别温和 
正面,东东很快，
正面,总之很满意的啦????
正面,物流超快
正面,价钱比平时要低得多，
正面,不贵好用的牌子，
正面,价格挺优惠的
正面,感觉还可以
正面,一如既往地好用！
正面,很好用很喜欢。
负面,日期还半年就要过期了，
正面,用着很自然，
正面,好用不油腻很清爽
正面,套装挺划算的，
正面,比专柜便宜多了，
正面,盒子很漂亮，
正面,味道也好闻。
正面,脸比较干这个保湿效果还行
正面,好快就到啦，
正面,味道闻起来很香 
正面,今天收到货就迫不及待地试了下确实可遮瑕，
正面,用着不油腻，
正面,趁活动囤的 
正面,清洁能力：洗挺干净又挺保湿不干燥
正面,便宜实惠又好洗
正面,别的还好
正面,不卡粉
正面,超出预期。
正面,可以的一直都是用***
正面,用起来润润的。
正面,不刺激，
正面,敷完脸很舒服很水润
正面,很好媳妇很满意
正面,自然！
正面,都是正品，
正面,面膜很好，
正面,太合适了，
正面,遮瑕效果超好的，
正面,一如既往的喜欢这款，
正面,很水润！
正面,还没用完不过很不错！
负面,效果真的一般，
正面,但是包装很喜欢呀
正面,价钱实惠。
正面,送的面膜盒也漂亮，
正面,但也很好用
正面,应该是正品吧！
正面,替换装不错哟
正面,送了超级多中样
正面,用起特别滋润，
正面,实惠
中性,防晒效果不清楚
正面,评价是因为我想夸一下物流，
正面,精华很多！
正面,蛮好的，
正面,面膜面膜可以，
中性,保湿度，
正面,做活动买的，
正面,还不错的
正面,效果很不错哦！
正面,没有浮粉，
正面,又划算，
正面,使用过两次感觉效果还不错，
正面,蛮不错的，
中性,感觉一般，
正面,扫描了是正品，
正面,用过了之后感觉还不错！
正面,喜欢
正面,用了很水润，
负面,不过有点干。
正面,贴着很水润，
正面,精华多，
负面,量不多 
正面,用这个挺好的
正面,遮瑕力一般、主要是轻薄、提亮肤色、建议黄皮的买自然色或者无瑕色
负面,真心觉得不开心
正面,东西收到了很好，
正面,比较服帖，
正面,这次做活动又买了，
正面,快递小哥很热情！
正面,真的挺好的，
正面,还可以吧一直在用
中性,小小的一个 
正面,五星好评！
正面,喜欢这一款面膜！
正面,滋润，
正面,很棒了，
正面,味道很不错，
负面,就是一个垃圾！
正面,很好
正面,但是真的很温和
正面,隔离霜用了一次感觉不错，
正面,包装很喜欢?，
正面,持妆和控油效果都不错，
正面,之前用的挺好，
正面,已经用了补水效果不错，
正面,瓶口方便，
负面,粉液也一般般啦。
正面,东西不错，
正面,物有所值吧
正面,看着还行 
正面,查了是正品放心使用，
正面,真的好，
正面,自己觉得还挺好的
正面,用着特别好，
正面,东西很好用哦
正面,她说很不错的，
正面,妆容超级服帖，
正面,不加白，
正面,之前过用过好用，
中性,不知道是不是真品1，
正面,味道好闻，
正面,白的很自然，
正面,也跟服帖，
正面,活动特别合算
正面,给五星好评！
正面,很超值
正面,感觉特别好用精华很多，
正面,快递小哥很礼貌
正面,五星好评，
正面,效果非常好，
正面,颜色也自然，
正面,挺薄也贴肤，
负面,没有免邮券的就不要买了。
正面,很好的一次购物，
正面,不错跟外面买的一样的
正面,延展性很好，
正面,挺好的！
正面,精华也很多，
正面,看着就喜欢，
中性,遮盖力一般 
正面,非常棒赠品好多包装挺好
正面,活动价格超值，
正面,态度好，
正面,包装严实，
正面,婆婆很喜欢，
正面,颜色挺合适，
正面,一直在用
正面,用着很细腻自然。
正面,物流挺快的。
正面,感觉很滋润不干，
正面,也润！
正面,挺好的呀呀呀呀呀呀呀呀呀呀呀呀
负面,不是很好用，
正面,老价格来说应该不差
正面,好吸收.。
正面,还行吧！
正面,用起来特别滋润，
负面,太失望了，
正面,是真东西，
负面,用过的史上最差的一款，
负面,瓶子挺小的，
正面,比实体店便宜不少钱的呀
正面,感觉还挺好用的，
正面,不错值得购买 
正面,面膜很不错，
正面,看起来不错，
正面,美白的那款洁面挺好的
正面,控油效果：很好。
正面,有香味，
负面,对于干皮可能有点干，
正面,这次网购跟实体店质量差不多，
正面,但是看包装什么像是正品
正面,佩服**的速度，
正面,香香的的肌肤是***馈赠的
正面,碰到买一送一的活动感觉炒鸡划算的！
正面,用着不过敏
正面,发货速度挺快
正面,这个面膜感觉还行吧
正面,快递超快的！
正面,查了一下正品
负面,浮粉 
正面,这款面膜用的还可以，
正面,用后很舒适清爽。
正面,***的应该不会差吧，
正面,特别是黑面膜非常舒服用了
正面,应该是正品，
正面,不错哦。
负面,就是物流太慢了。
正面,物流杠杠的！
正面,用了不会过敏，
正面,老婆说很好很喜欢，
正面,东西质量不错，
正面,用后皮肤光光的
正面,却下了两个单?物流快，
正面,还比较好涂开，
正面,用着还行，
正面,总体感觉还可以
正面,特别好的一款面膜，
正面,粉质细 
正面,服务态度很好很好！
正面,扫码是真的
正面,水份挺足的
负面,我要投诉快递员，
正面,态度也非常好，
正面,效果还可以
正面,超级喜欢，
正面,特别喜欢，
正面,这款面膜补水不错，
负面,粉扑好硬。
正面,不干。
正面,我很喜欢这款牙膏、用的时候也方便
正面,确实很好，
正面,希望价格多多促销，
中性,希望是正品就好
中性,用了感觉有酒精味道，
正面,物美价廉 
正面,太快了，
正面,超划算
正面,送货速度很快。
正面,很喜欢的，
中性,清洁能力：细滑容易冲洗。
正面,味道好闻。
正面,物流很给力，
正面,面膜补水非常好 
正面,自然真实！
正面,省钱，
正面,能用很久了性价比真高
正面,个人觉得挺好用。
正面,****店应该是正品吧
正面,物流速度，
正面,可以，
正面,这个卸妆水还可以，
正面,物流还是一如既往的快，
正面,小海葵服务非常好
中性,不知道是不是正品
正面,比实体店的价格优惠，
正面,真的很好用，
正面,很好用 
中性,淡斑美白效果看后期使用时间会不会有变化再来追加评论。
正面,发货快，
正面,价钱也不贵，
正面,特别好用补水效果杠杠滴！
正面,服帖 
正面,还不错吧?还不错?
正面,补水效果特别好，
负面,而且这香味也太重了吧
负面,稍有些粘腻
正面,肤色自然，
正面,补水效果挺好的，
正面,产品包装很好
正面,很亲和，
正面,挺细腻，
正面,店家服务也很好
正面,瓶子很漂亮很喜欢也很好用快递很快态度好
正面,质量不错玩，
正面,用了之后觉得皮肤还是挺好的，
正面,这个品牌还是不错的，
正面,还可以还有赠送，
正面,态度很好，
正面,性价比比较高，
正面,价格划算，
负面,好少啊。
正面,物流也很给力
正面,用着效果很好，
正面,商家服务好。
正面,不过看起来还不错，
正面,挺适合自己的。
正面,效果很好
负面,有点黏
正面,很划算买一送一，
正面,真的很舒服，
负面,但这是的快递太不靠谱了，
正面,面膜很好用补水效果很好每天都用，
正面,用完不紧绷。
正面,但是挺润的，
正面,非常好的一款产品！
正面,好好用 
正面,味道香香的
正面,量也多，
正面,挺划算的，
负面,用DW有点干，
正面,非常好用的产品
正面,很舒服，
正面,没有过敏。
正面,价位经济实惠，
正面,还没有用习惯好评了。
正面,服务好
正面,一直用的这款面膜补水挺好的，
正面,发货快 
正面,很好便宜实惠支持**商城
正面,物流很快哦！
正面,感觉还不错啊，
正面,赠送面膜却是出奇好用啊。
正面,质量上乘。
正面,我很满意，
正面,很赞。
正面,真的不浮粉，
负面,比较费
正面,去污力强
正面,挺喜欢的品质，
正面,活动价很实惠，
正面,最喜欢的就是**快递的速度，
正面,还不错
正面,效果非常不错哦(^_^)
正面,就是喜欢，
正面,也很优惠，
负面,粉扑有一点刺鼻气味，
正面,赶上活动优惠屯起来吧?
正面,服务周到！
正面,正品下次再来，
正面,爽~
负面,差评
正面,清爽不油腻，
正面,用着还挺好，
正面,感觉很好用，
正面,不厚重，
正面,闻着味不错，
正面,有两个替换装味道香，
正面,活动价超好哦，
正面,好用又便宜 
正面,也很划算 
正面,成分很安全的一款面膜，
正面,商家也不错给个五星好评吧！
正面,很好用。
正面,略带香味，
正面,很划算的，
负面,卡粉
正面,效果棒棒哒，
正面,用了感觉还行不错！
正面,快递小哥辛苦了
正面,非常喜欢喜欢，
负面,一点也不好用。
正面,还不错挺喜欢的
正面,补水效果不错，
正面,这个价格很实惠值得购买
正面,实惠好用喜欢的
正面,轻薄服帖不油腻，
正面,盒子颜值很高。
负面,搓泥 
负面,一点不好用跟二十块钱的产品没什么区别，
正面,清洁效果好特别好
正面,产品很好，
正面,快递点个赞，
正面,卸载晚脸色不油腻
负面,就是优惠力度感觉没有以前大了！
正面,好。
正面,还可以吧就是涂在脸上有些干
正面,洗完之后很舒服
正面,老婆看的很喜欢的，
正面,包装也很好 
正面,物流也很快，
正面,面膜补水效果真不错，
正面,挺好的 
正面,不假面，
正面,应该不错吧
正面,敷完湿湿润润的肤色也亮亮的！
正面,挺好用的..遮瑕效果也很好..
正面,泡沫细腻
正面,应该可以
正面,紫色提亮肤色不夸张 
正面,活动时候很实惠，
正面,很满意哦！
正面,棒棒哒。
正面,还行吧，
负面,这个色号颜色偏深，
负面,感觉不怎么补水 
正面,礼盒很精美，
正面,听说用着还不错！
正面,棒棒哒！
正面,比较划算，
正面,送货快！
正面,这款卸妆水很好用哦 
正面,洗过脸好舒服滑滑的，
正面,好像还可以
正面,觉得挺好用的，
正面,辛苦快递小哥了！
正面,看着袋子很漂亮。
正面,听说用起来还不错
正面,不敢相信这么便宜的面膜一点不比八块十块的差。
正面,洗了很温和
正面,很润，
正面,搞活动，
正面,非常的好用，
正面,看评论说挺好的，
正面,活动划算，
正面,送货飞快，
正面,面膜有淡淡的香味，
正面,第一次用感觉效果还不错?挺喜欢的
正面,还不错呢
正面,真的很贴脸，
负面,乳液有点味道，
正面,隔离效果不错
正面,好很好非常好好得不得了！
正面,效果不错?
正面,不错不错挺好的
正面,脸也显得有光泽，
正面,卖家发货速度快的，
负面,洗面奶使用后脸上总是滑滑的，
正面,整体描述：还行 
负面,她说不好用很垃圾。
正面,一直用感觉不错所以买霜试试
正面,总体来说还可以，
正面,用完皮肤又白又亮
中性,快递小哥服务很好，
正面,很便宜里面的化妆垫很贴心的设计哦
正面,泡沫多，
正面,敷完滑滑的，
正面,感觉'还不错哦，
正面,质量值得信赖，
正面,这个价钱真是超级值得，
正面,实惠！
正面,和装柜一样的是正品，
正面,用了水水嫩嫩的！
正面,价格很合适，
正面,不过也对的起这个价格。
正面,超好用淡淡的香味还送了面膜喜欢的朋友赶快入手吧
正面,宝贝用的也挺舒服，
正面,刚刚用过效果还不错
正面,清透湿润，
正面,好用好用水润
正面,量很足，
正面,清洁效果也好！
正面,不是特别白 
负面,这是我用过卸妆力最差！
正面,主要是物美价廉，
正面,洗完脸滑滑的
正面,还好还好，
正面,隔离霜很好用，
正面,不跑妆
正面,快递员态度很好，
正面,一有活动就囤货，
正面,效果也超级好。
正面,很保湿的，
中性,上妆效果：上妆效果一般咯 
正面,这个面膜用完皮肤很滑嫩，
负面,但是外包装好像有拆了的痕迹，
正面,快递也很快，
中性,轻微酒精味，
正面,物流速度特别特别快，
正面,面膜很好用，
正面,不过价格很便宜，
正面,吸收也特别好一点也不油腻，
正面,很干净，
正面,超级划算！
正面,味道挺好闻的，
正面,是还可以的，
正面,还好吧！
正面,比较一下还是比较满意，
正面,也很好用！
正面,使用后感觉很舒服，
正面,补水效果特别好！
正面,好闻
正面,调节肤色，
正面,非常不错，
正面,遮瑕的效果也特别好，
正面,洗面奶和我之前买的一样而且还比之前便宜 
中性,清爽度：一直在用，
正面,物流挺快的，
负面,刚上脸有点假白 
正面,价钱美丽
正面,很滑 
正面,还可以用了二次
正面,产品用起来很好呢
正面,用着可以
正面,不紧崩，
正面,速度很快哦，
正面,快递太差劲了 
正面,帮朋友买的价格合算，
负面,气垫的感觉也怪怪的两个小时就浮了
中性,自然偏白
正面,薄，
正面,双12就是划算
正面,很划算东西很保湿补水棒棒美美哒
中性,洗面奶泡沫不多，
正面,定妆效果很好，
负面,根本卸不干净，
正面,和皮肤很贴，
正面,过得去，
正面,也挺好用的，
正面,整体描述：正品，
正面,刚好遇到活动价，
正面,感觉不错！
负面,浮粉比较厉害
正面,物流很快。
正面,相信**很满意
正面,水份足，
正面,这款面膜用了不刺激，
中性,遮暇效果一般般吧
正面,比店里便宜多了
正面,隔离霜好用，
负面,用后感觉用水洗都油腻腻的，
正面,不知道为什么其他都还行的
正面,不怎么油腻，
正面,**质量杠杠的
正面,这个用了真心不错，
正面,不干
正面,滋润补水，
中性,清洁效果一般般吧
正面,好推开。
正面,有活动多囤一点，
正面,我觉得卸妆也挺好的，
正面,还送了一盒赠品。
正面,水分足，
正面,小海马服务棒棒哒哦 
正面,气垫使用方便，
正面,价格还便宜，
正面,不错呦。
正面,快递第二天就到了
正面,包装好看?
正面,这个很好！
正面,物超所值。
正面,比自己皮肤颜色稍微白一点，
正面,物流还不错，
正面,谢谢快递小哥！
正面,就是比较温和
正面,包装完好，
正面,去油效果很好，
负面,服务态度不好，
正面,好划算的????
正面,比我的***补水还强，
正面,性价比不错。
正面,又快
正面,物流给了，
正面,很舒服！
正面,**快递就是强大，
正面,都是正品
正面,有泡沫，
负面,唯一的遗憾就是面膜放了香精，
正面,跟我在柜台买的一样但是比柜台要便宜很多，
正面,很喜欢 
正面,总之很满意
正面,感觉挺好了，
正面,物流快速。
正面,还可以，
正面,面膜非常不错。
正面,快递很负责的让我打开看看有没有破损，
正面,**快递就是快，
正面,但是用后效果一般，
正面,依旧好用
正面,使用了绿瓶好用，
正面,而且包装也很简陋，
负面,收到货居然是次品，
正面,味道也很好，
负面,有点胶味
正面,补水挺好的，
负面,就是味道不如那个好闻，
正面,很不错，
正面,尤其是快递小哥非常给力，
正面,补水效果也不错，
负面,不服帖
正面,一直用***效果不错，
正面,不错
正面,物流也特别快给满分
负面,滋润及保湿：保湿感觉差一些，
正面,我干皮用着很不错
中性,希望满意！
正面,服帖！
正面,东西还可以！
正面,还很好用
负面,挺好用的就是太少了没用几天就没了
正面,说效果不错。
正面,个人感觉不错！
正面,这个还是比较信得过的，
正面,效果不错的。
正面,五分好评
正面,用过后皮肤很细腻，
正面,皮肤有点敏感用起来还是比较温和的
正面,验证了是真品，
正面,吸收也挺快，
负面,网页写的保质期四年，
正面,就是这样的感觉可以吧的
正面,做活动的时候买了两三千的***的！
负面,差，
正面,很润。
正面,承包了已经这个真的超好用，
正面,不觉得油腻，
正面,非常好？！
正面,卸的干净，
正面,也很自然。
正面,我是敏感肌用着也很舒服，
正面,总体满意，
正面,特别满意，
正面,氨基酸洗面奶较温和，
正面,好用好用，
正面,速度也快
正面,用起来很水润不浮粉 
正面,喜欢这款，
负面,不持妆，
正面,不错刚用两天
正面,习惯好评
正面,物流很快货已收到，
正面,效果完美 
正面,比较满意啊，
正面,很迷你，
正面,我先用裙带藻的精华液很好，
正面,昨天晚上用了感觉皮肤水嫩的
正面,真的好用，
正面,先好评吧！
正面,很棒，
正面,宝贝有淡斑效果 
正面,带有一定的润色效果 
正面,关键是便宜了好多
正面,很喜欢是我想要的
负面,就是物流运输时把瓶盖给弄碎了
正面,我很喜欢。
正面,不干，
正面,感觉挺好的。
正面,而且特别温和。
负面,包装简陋，
正面,洗后不紧绷，
正面,湿润，
正面,补水效果特别棒
正面,产品也不错，
正面,挺不错的 
正面,卸妆非常彻底。
负面,日期不是新的很近至于产品就不知道怎样了
正面,遮暇，
负面,洗完感觉很干。
正面,满意满意十分好评，
正面,媳妇满意说，
正面,粉很细，
正面,这次趁活动买了两盒，
负面,寄保质期也比较近了&hellip
正面,感觉可以的
正面,是正品
正面,速度又快，
负面,只是这包装，
正面,看起来不错的样子，
正面,货真价值。
负面,而且这个味道，
正面,包装不错，
正面,很好的面膜，
正面,物流特别特别给力，
正面,水分多，
正面,东西比较好用，
负面,收到之后什么赠品也没有 
负面,太差！
正面,太好了，
正面,挺好的啊啊挺好的啊啊啊
正面,有活动买着划算
正面,发货迅速而且质量不错，
正面,这款面膜挺好用的，
正面,感觉挺好。
正面,不干皮。
负面,就是看着包装和原来的稍微有点不一样 
正面,价格不贵，
正面,不错哦?
正面,挺好的吧 
负面,骗人的
中性,这个遮瑕效果一般
负面,客服真的忙，
正面,味道也好闻，
正面,反馈情况良好，
正面,用后感觉挺好
正面,好用实惠，
正面,还是不错
正面,老板人很好，
正面,不过包装很满意呢，
正面,比实体店便宜
正面,我喜欢这种香香的味道，
正面,送货速度很快，
正面,包装很大气用着很服帖 
正面,快寄很给力，
正面,挺服帖，
正面,挺好用的不油很清爽，
正面,宝贝非常喜欢
正面,关键价格便宜
正面,价格也不算高，
正面,很水润
正面,挺好不过我好像买错了之前用的补水系列，
正面,很细腻白的不浮夸，
正面,上妆效果：不错，
正面,遮瑕，
负面,快递还没有收到，
正面,性价比算高，
正面,用起来方便，
负面,发错了，
正面,清洁很彻底，
正面,很服帖！
负面,假的
正面,不管是从包装还是效果！
正面,赞一下
正面,超级服帖，
正面,**快！
中性,遮瑕力一般般，
正面,物流很快还是那个味道 
正面,觉得挺补水的，
正面,面膜还行吧，
正面,很水嫩还会购买
中性,比较干，
正面,还可以啊补水
中性,上妆效果：一般 
正面,很控油很持妆！
正面,比之前的套盒补水多了。
