,id,ASP,OPI,A_start,O_start,text
4014,1888,味道,好闻,12.0,14.0,活动买的 补水效果很好 味道好闻
4015,1889,_,不错,,2.0,东西不错，很实在！非常的好用，物流也非常的快！感觉达到了巅峰
4016,1889,_,很实在,,5.0,东西不错，很实在！非常的好用，物流也非常的快！感觉达到了巅峰
4017,1889,_,非常的好用,,9.0,东西不错，很实在！非常的好用，物流也非常的快！感觉达到了巅峰
4018,1889,物流,非常的快,15.0,18.0,东西不错，很实在！非常的好用，物流也非常的快！感觉达到了巅峰
4019,1890,_,量足,,0.0,量足300+160ML还有化妆棉，喜欢
4020,1890,_,喜欢,,17.0,量足300+160ML还有化妆棉，喜欢
4021,1891,_,还不错,,2.0,感觉还不错
4022,1892,_,特别特别划算,,0.0,特别特别划算，比平常买便宜了很多，这款我长期用，从来不长闭合或者痘痘，也不油哦
4023,1892,_,便宜,,11.0,特别特别划算，比平常买便宜了很多，这款我长期用，从来不长闭合或者痘痘，也不油哦
4024,1892,_,不长闭合,,26.0,特别特别划算，比平常买便宜了很多，这款我长期用，从来不长闭合或者痘痘，也不油哦
4025,1892,_,不油,,36.0,特别特别划算，比平常买便宜了很多，这款我长期用，从来不长闭合或者痘痘，也不油哦
4026,1893,_,水润,,3.0,用起跟水润
4027,1894,价,廉,5.0,6.0,买一赠一，价廉，值得购买
4028,1895,_,不错,,2.0,整体不错  包装完整  商品还是不错地
4029,1895,包装,完整,6.0,8.0,整体不错  包装完整  商品还是不错地
4030,1896,_,不错,,2.0,东西不错，包装精美，一如既往
4031,1896,包装,精美,5.0,7.0,东西不错，包装精美，一如既往
4032,1897,_,不错,,0.0,不错的商品，很满意，下次还会买哦
4033,1897,_,很满意,,6.0,不错的商品，很满意，下次还会买哦
4034,1898,_,不喜欢,,2.0,个人不喜欢这个系列的，买错了，用后感觉用水洗都油腻腻的，一定要用毛巾才能洗清
4035,1898,_,油腻腻的,,23.0,个人不喜欢这个系列的，买错了，用后感觉用水洗都油腻腻的，一定要用毛巾才能洗清
4036,1899,_,还行,,0.0,还行，有需要下次再回购
4037,1900,_,还可以,,0.0,还可以噢。
4038,1901,_,很香,,0.0,很香，像护手霜的香味，
4039,1902,_,不错的,,32.0,我是属于肤色偏黄的，擦上去不是很明显，但可以遮盖住斑点，也是一款不错的CC霜
4040,1903,_,还可以,,0.0,还可以，稍微有点油
4041,1903,_,稍,,4.0,还可以，稍微有点油
4042,1903,_,有点油,,6.0,还可以，稍微有点油
4043,1904,遮瑕力,一般,0.0,3.0,遮瑕力一般、主要是轻薄、提亮肤色、建议黄皮的买自然色或者无瑕色
4044,1904,_,轻薄,,9.0,遮瑕力一般、主要是轻薄、提亮肤色、建议黄皮的买自然色或者无瑕色
4045,1904,_,提亮肤色,,12.0,遮瑕力一般、主要是轻薄、提亮肤色、建议黄皮的买自然色或者无瑕色
4046,1905,_,清洁,,0.0,清洁干净，价格亲民，不刺激，很好
4047,1905,_,干净,,2.0,清洁干净，价格亲民，不刺激，很好
4048,1905,价格,亲民,5.0,7.0,清洁干净，价格亲民，不刺激，很好
4049,1905,_,不刺激,,10.0,清洁干净，价格亲民，不刺激，很好
4050,1905,_,很好,,14.0,清洁干净，价格亲民，不刺激，很好
4051,1906,活动,_,0.0,,活动购买的，很划算东西很保湿补水棒棒美美哒
4052,1906,_,很划算,,6.0,活动购买的，很划算东西很保湿补水棒棒美美哒
4053,1906,_,很保湿,,11.0,活动购买的，很划算东西很保湿补水棒棒美美哒
4054,1906,_,补水,,14.0,活动购买的，很划算东西很保湿补水棒棒美美哒
4055,1907,_,还不错,,2.0,宝贝还不错啊，很润，
4056,1907,_,很润,,7.0,宝贝还不错啊，很润，
4057,1908,送货,比较快,0.0,2.0,送货比较快，还未使用，用后再追评
4058,1909,_,太差,,0.0,太差！卡粉
4059,1909,_,卡粉,,3.0,太差！卡粉
4060,1910,_,还不错,,10.0,早上起来拆开用，感觉还不错，挺细腻，
4061,1910,_,挺细腻,,14.0,早上起来拆开用，感觉还不错，挺细腻，
4062,1911,_,非常好用,,0.0,非常好用，从下学就开始用，五年了，日常护肤面膜，防晒隔离，都是***的，就一款***的粉底液！
4063,1912,_,太干了,,5.0,个人情况：太干了 整体描述：有点小，30ml 上妆效果：一般 持久情况：四五个小时吧 适合肤质：油性
4064,1912,_,有点小,,14.0,个人情况：太干了 整体描述：有点小，30ml 上妆效果：一般 持久情况：四五个小时吧 适合肤质：油性
4065,1912,上妆效果,一般,23.0,28.0,个人情况：太干了 整体描述：有点小，30ml 上妆效果：一般 持久情况：四五个小时吧 适合肤质：油性
4066,1912,持久情况,_,31.0,,个人情况：太干了 整体描述：有点小，30ml 上妆效果：一般 持久情况：四五个小时吧 适合肤质：油性
4067,1913,_,超级喜欢,,0.0,超级喜欢 小海马服务棒棒哒哦 表白小海马爱你哟
4068,1913,服务,棒棒哒,8.0,10.0,超级喜欢 小海马服务棒棒哒哦 表白小海马爱你哟
4069,1914,_,不好用,,0.0,不好用，生产日期都没有，亲们不要上当受骗啦！
4070,1914,期,_,7.0,,不好用，生产日期都没有，亲们不要上当受骗啦！
4071,1915,_,还可以,,0.0,还可以&hellip
4072,1916,_,特别好用,,0.0,特别好用，适合裸妆的我，美美哒
4073,1916,_,美美哒,,12.0,特别好用，适合裸妆的我，美美哒
4074,1917,味道,还不错,12.0,14.0,收到还没开始用，但是闻着味道还不错
4075,1918,_,挺好的,,7.0,这个隔离霜用着挺好的 清透不油腻
4076,1918,_,清透,,11.0,这个隔离霜用着挺好的 清透不油腻
4077,1918,_,不油腻,,13.0,这个隔离霜用着挺好的 清透不油腻
4078,1919,礼盒,很精美,0.0,2.0,礼盒很精美，以为买了很多，其实收到也就一点点，赠品很丰富
4079,1919,_,一点点,,19.0,礼盒很精美，以为买了很多，其实收到也就一点点，赠品很丰富
4080,1919,赠品,很丰富,23.0,25.0,礼盒很精美，以为买了很多，其实收到也就一点点，赠品很丰富
4081,1920,快递员,很细心,0.0,3.0,快递员很细心
4082,1921,_,不好,,0.0,不好，用了也没有什么好的效果
4083,1922,_,相当不错,,4.0,用着感觉相当不错，很水润，很舒服，以后会一直买
4084,1922,_,很水润,,9.0,用着感觉相当不错，很水润，很舒服，以后会一直买
4085,1922,_,很舒服,,13.0,用着感觉相当不错，很水润，很舒服，以后会一直买
4086,1923,_,正品,,13.0,上次买了水跟霜还蛮好用的是正品，这次还没用，用过再来追评吧。
4087,1924,_,还不错,,11.0,还没用，看过广告来的，还不错。用了以后会追评
4088,1925,妆感,比较厚重,0.0,2.0,妆感比较厚重，上脸很舒服。
4089,1925,_,很舒服,,9.0,妆感比较厚重，上脸很舒服。
4090,1926,_,很好,,0.0,很好的面膜！不会说那些！东西好才是真的好！
4091,1927,_,非常不错,,7.0,东西收到了面膜非常不错
4092,1928,赠品,_,5.0,,谢谢店家的赠品
4093,1929,_,很好,,10.0,多次购买了，用着效果很好，价格便宜
4094,1929,价格,便宜,13.0,15.0,多次购买了，用着效果很好，价格便宜
4095,1930,_,很好,,0.0,很好，已经二次回购了
4096,1931,物流,真不错,2.0,4.0,**物流真不错，前一天下单第二天就收到了。第二天迫不及待的都打开来试了一下，细腻滋润 好评！
4097,1931,_,细腻,,38.0,**物流真不错，前一天下单第二天就收到了。第二天迫不及待的都打开来试了一下，细腻滋润 好评！
4098,1931,_,滋润,,40.0,**物流真不错，前一天下单第二天就收到了。第二天迫不及待的都打开来试了一下，细腻滋润 好评！
4099,1931,_,好评,,43.0,**物流真不错，前一天下单第二天就收到了。第二天迫不及待的都打开来试了一下，细腻滋润 好评！
4100,1932,_,不错,,10.0,今天到货就用了，效果不错?
4101,1933,_,还可以,,0.0,还可以吧 一股浓浓的酒精味
4102,1933,酒精味,浓浓的,10.0,7.0,还可以吧 一股浓浓的酒精味
4103,1934,_,不错,,0.0,不错。使用了，好闻
4104,1934,_,好闻,,7.0,不错。使用了，好闻
4105,1935,_,挺好用的,,0.0,挺好用的，超补水
4106,1935,_,超补水,,5.0,挺好用的，超补水
4107,1936,快递,超赞,10.0,12.0,当天下单当天就到了，快递超赞，宝贝也超级好用，擦上很服帖，修饰肤色，很赞很喜欢，推荐购买
4108,1936,_,超级好用,,18.0,当天下单当天就到了，快递超赞，宝贝也超级好用，擦上很服帖，修饰肤色，很赞很喜欢，推荐购买
4109,1936,_,很服帖,,25.0,当天下单当天就到了，快递超赞，宝贝也超级好用，擦上很服帖，修饰肤色，很赞很喜欢，推荐购买
4110,1936,_,修饰肤色,,29.0,当天下单当天就到了，快递超赞，宝贝也超级好用，擦上很服帖，修饰肤色，很赞很喜欢，推荐购买
4111,1936,_,很,,34.0,当天下单当天就到了，快递超赞，宝贝也超级好用，擦上很服帖，修饰肤色，很赞很喜欢，推荐购买
4112,1936,_,很喜欢,,36.0,当天下单当天就到了，快递超赞，宝贝也超级好用，擦上很服帖，修饰肤色，很赞很喜欢，推荐购买
4113,1937,补水效果,杠杠的,5.0,9.0,第三次买，补水效果杠杠的
4114,1938,_,非常好,,0.0,非常好??长期使用！谢谢送了面膜和小试用装！
4115,1939,_,很好,,0.0,很好，是正品，用了不会过敏，用几天皮肤没那么干了，推荐大家购买，用起来很舒服很水润
4116,1939,_,是正品,,3.0,很好，是正品，用了不会过敏，用几天皮肤没那么干了，推荐大家购买，用起来很舒服很水润
4117,1939,_,不会过敏,,9.0,很好，是正品，用了不会过敏，用几天皮肤没那么干了，推荐大家购买，用起来很舒服很水润
4118,1939,_,很舒服,,35.0,很好，是正品，用了不会过敏，用几天皮肤没那么干了，推荐大家购买，用起来很舒服很水润
4119,1939,_,很水润,,38.0,很好，是正品，用了不会过敏，用几天皮肤没那么干了，推荐大家购买，用起来很舒服很水润
4120,1940,_,很好,,0.0,很好，很快，还会继续支持**。加油加油加油
4121,1940,_,很快,,3.0,很好，很快，还会继续支持**。加油加油加油
4122,1941,_,喜欢,,2.0,干皮喜欢 夏天稍微有点点油
4123,1941,_,有点点油,,9.0,干皮喜欢 夏天稍微有点点油
4124,1942,_,很好用,,0.0,很好用 之前买过，很自然，很舒服
4125,1942,_,很自然,,9.0,很好用 之前买过，很自然，很舒服
4126,1942,_,很舒服,,13.0,很好用 之前买过，很自然，很舒服
4127,1943,包装,很好,0.0,2.0,包装很好，不不饿，跟朋友拼单，很合适，喜欢，继续活动
4128,1943,_,很合适,,15.0,包装很好，不不饿，跟朋友拼单，很合适，喜欢，继续活动
4129,1943,_,喜欢,,19.0,包装很好，不不饿，跟朋友拼单，很合适，喜欢，继续活动
4130,1944,_,还可以,,14.0,收到就来评价了，这款面膜用的还可以，这次还有包装，还多送了几片，大赞
4131,1944,包装,_,22.0,,收到就来评价了，这款面膜用的还可以，这次还有包装，还多送了几片，大赞
4132,1944,_,大赞,,32.0,收到就来评价了，这款面膜用的还可以，这次还有包装，还多送了几片，大赞
4133,1945,_,不油腻,,19.0,给妈妈买的，之前自己已经买了一支大的，不油腻，好抹开。这次活动价格并没有便宜很多
4134,1945,活动价格,没有便宜很多,29.0,34.0,给妈妈买的，之前自己已经买了一支大的，不油腻，好抹开。这次活动价格并没有便宜很多
4135,1946,_,很好,,8.0,第二次用这个觉得很好
4136,1947,活动,_,1.0,,搞活动买的，200块钱60片，非常实惠，面膜保湿效果也不错，值得购买
4137,1947,_,非常实惠,,15.0,搞活动买的，200块钱60片，非常实惠，面膜保湿效果也不错，值得购买
4138,1947,保湿效果,不错,22.0,27.0,搞活动买的，200块钱60片，非常实惠，面膜保湿效果也不错，值得购买
4139,1948,_,还可以,,2.0,效果还可以，非常喜欢，下次还买
4140,1948,_,非常喜欢,,6.0,效果还可以，非常喜欢，下次还买
4141,1949,_,很好用,,16.0,昨天收到晚上试一片，这款面膜真的很好用，以后就在这家店买面膜，祝老板生意兴隆?
4142,1950,_,非常好,,0.0,非常好，基本所有东西都是在**上买的
4143,1951,_,出,,0.0,出乎意料的好哦，很衬肤色，味道也好
4144,1951,_,料的,,3.0,出乎意料的好哦，很衬肤色，味道也好
4145,1951,_,很衬肤色,,8.0,出乎意料的好哦，很衬肤色，味道也好
4146,1951,味道,好,13.0,16.0,出乎意料的好哦，很衬肤色，味道也好
4147,1952,_,比较满意,,7.0,速速速速速的，比较满意。
4148,1953,_,很适合,,8.0,已经第二次买了，很适合我用，还送有两片面膜，下次继续买
4149,1954,_,还可以,,0.0,还可以吧，没用，就是替换少了一个，说是送完了，然后补了十元优惠券，  可以了，物流也挺快
4150,1954,物流,挺快,39.0,42.0,还可以吧，没用，就是替换少了一个，说是送完了，然后补了十元优惠券，  可以了，物流也挺快
4151,1955,_,还行,,16.0,个人情况：混合性肌肤 整体描述：还行 滋润及保湿：保湿感觉差一些，有点干 吸收情况：属亚光，吸收还好
4152,1955,保湿,差一些,25.0,29.0,个人情况：混合性肌肤 整体描述：还行 滋润及保湿：保湿感觉差一些，有点干 吸收情况：属亚光，吸收还好
4153,1955,_,有点干,,33.0,个人情况：混合性肌肤 整体描述：还行 滋润及保湿：保湿感觉差一些，有点干 吸收情况：属亚光，吸收还好
4154,1955,吸收,还好,46.0,48.0,个人情况：混合性肌肤 整体描述：还行 滋润及保湿：保湿感觉差一些，有点干 吸收情况：属亚光，吸收还好
4155,1956,性价比,高很多,4.0,7.0,比实体店性价比高很多 物流很快 点赞
4156,1956,物流,很快,11.0,13.0,比实体店性价比高很多 物流很快 点赞
4157,1956,_,点赞,,16.0,比实体店性价比高很多 物流很快 点赞
4158,1957,_,还挺多的,,2.0,看着还挺多的头天晚上买的第二天就到了就差明天使用效果了
4159,1958,_,还行吧,,0.0,还行吧，不过味道个人不是很喜欢啦
4160,1958,味道,不是很喜欢,6.0,10.0,还行吧，不过味道个人不是很喜欢啦
4161,1959,_,一如既往的好,,0.0,一如既往的好
4162,1960,_,可以,,18.0,换没开始用，但是之前用过这个牌子的，可以，一小瓶，也够用一段时间了
4163,1961,味道,不一样,6.0,8.0,和在门店买的味道不一样，可能是假的
4164,1961,_,假的,,15.0,和在门店买的味道不一样，可能是假的
4165,1962,精华液,很多,2.0,0.0,很多精华液，面膜纸是薄透的，期待效果，物流速度很快。
4166,1962,面膜纸,薄透的,6.0,10.0,很多精华液，面膜纸是薄透的，期待效果，物流速度很快。
4167,1962,物流速度,很快,19.0,23.0,很多精华液，面膜纸是薄透的，期待效果，物流速度很快。
4168,1963,包装,高档,0.0,2.0,包装高档，好用不卡粉，遮瑕效果不错
4169,1963,_,好用,,5.0,包装高档，好用不卡粉，遮瑕效果不错
4170,1963,_,不卡粉,,7.0,包装高档，好用不卡粉，遮瑕效果不错
4171,1963,遮瑕效果,不错,11.0,15.0,包装高档，好用不卡粉，遮瑕效果不错
4172,1964,_,不错,,20.0,我本黄皮妹子，用紫色正好，第一次用，效果不错哦！
4173,1965,_,还可以,,9.0,帮家里人买的，应该还可以吧。价位很亲民了
4174,1965,价位,很亲民,14.0,16.0,帮家里人买的，应该还可以吧。价位很亲民了
4175,1966,物流,超快,0.0,2.0,物流超快，而且是满满的两大盒，试用了一片，感觉有点味道呢，希望是正品
4176,1966,_,有点味道,,23.0,物流超快，而且是满满的两大盒，试用了一片，感觉有点味道呢，希望是正品
4177,1966,_,希望是正品,,29.0,物流超快，而且是满满的两大盒，试用了一片，感觉有点味道呢，希望是正品
4178,1967,发货,快,20.0,22.0,买的超值，送了两贴面膜，还有两瓶卸妆水，发货快到过快，支持**没错的
4179,1968,_,很好,,0.0,很好，用了水水嫩嫩的！价格也实惠
4180,1968,_,水水嫩嫩的,,5.0,很好，用了水水嫩嫩的！价格也实惠
4181,1968,价格,实惠,11.0,14.0,很好，用了水水嫩嫩的！价格也实惠
4182,1969,_,不好用,,0.0,不好用，有点胶味
4183,1969,_,有点胶味,,4.0,不好用，有点胶味
4184,1970,_,很细腻,,2.0,用着很细腻自然。确实很好，满意
4185,1970,_,自然,,5.0,用着很细腻自然。确实很好，满意
4186,1970,_,确实很好,,8.0,用着很细腻自然。确实很好，满意
4187,1970,_,满意,,13.0,用着很细腻自然。确实很好，满意
4188,1971,_,很好用,,11.0,之前用过，这次是回购，很好用，油性皮肤完全可以，确实长时间不脱妆，遮瑕力一般般，均匀提亮肤质的效果还是蛮好的。
4189,1971,遮瑕力,一般般,33.0,36.0,之前用过，这次是回购，很好用，油性皮肤完全可以，确实长时间不脱妆，遮瑕力一般般，均匀提亮肤质的效果还是蛮好的。
4190,1971,提亮,蛮好的,42.0,51.0,之前用过，这次是回购，很好用，油性皮肤完全可以，确实长时间不脱妆，遮瑕力一般般，均匀提亮肤质的效果还是蛮好的。
4191,1972,包装,完好无损,26.0,30.0,有的不知道是什么原因，贴上就有一块一块像是透气，可戴包装还是完好无损！贴十贴有两贴是这样的，求解释
4192,1973,活动,_,0.0,,活动买的。很便宜。
4193,1973,_,很便宜,,5.0,活动买的。很便宜。
4194,1974,_,很好,,2.0,面膜很好以前我也用过这个牌子，夏天用很适合
4195,1975,物流,超级速度,5.0,7.0,信赖** 物流超级速度
4196,1976,_,挺好用,,21.0,个人情况：干敏皮 整体描述：买了第二次了，挺好用 滋润及保湿：挺滋润的
4197,1976,保湿,挺滋润的,28.0,31.0,个人情况：干敏皮 整体描述：买了第二次了，挺好用 滋润及保湿：挺滋润的
4198,1977,礼品,很好,0.0,2.0,礼品很好哦
4199,1978,_,挺好的,,6.0,第一次买的，挺好的，不错
4200,1978,_,不错,,10.0,第一次买的，挺好的，不错
4201,1979,_,挺好的,,0.0,挺好的，喜欢**，速度很快！
4202,1979,_,喜欢,,4.0,挺好的，喜欢**，速度很快！
4203,1979,速度,很快,9.0,11.0,挺好的，喜欢**，速度很快！
4204,1980,_,一般般,,0.0,一般般啦，而且这香味也太重了吧
4205,1980,香味,太重,8.0,11.0,一般般啦，而且这香味也太重了吧
4206,1981,物流小哥服务,特别好,0.0,6.0,物流小哥服务特别好，商家也不错给个五星好评吧！、好不好用了再追评吧！
4207,1981,商家,不错,10.0,13.0,物流小哥服务特别好，商家也不错给个五星好评吧！、好不好用了再追评吧！
4208,1981,_,五星好评,,17.0,物流小哥服务特别好，商家也不错给个五星好评吧！、好不好用了再追评吧！
4209,1982,_,还不错,,5.0,老婆说用的还不错，这是买的第二瓶了
4210,1983,_,很温和,,3.0,用着是很温和的一款卸妆水。可以用来卸眼妆，用完后也不油腻，用着很不错。保湿效果很好。不错，值得购买
4211,1983,_,不油腻,,25.0,用着是很温和的一款卸妆水。可以用来卸眼妆，用完后也不油腻，用着很不错。保湿效果很好。不错，值得购买
4212,1983,_,很不错,,31.0,用着是很温和的一款卸妆水。可以用来卸眼妆，用完后也不油腻，用着很不错。保湿效果很好。不错，值得购买
4213,1983,保湿效果,很好,35.0,39.0,用着是很温和的一款卸妆水。可以用来卸眼妆，用完后也不油腻，用着很不错。保湿效果很好。不错，值得购买
4214,1983,_,不错,,42.0,用着是很温和的一款卸妆水。可以用来卸眼妆，用完后也不油腻，用着很不错。保湿效果很好。不错，值得购买
4215,1984,物流,很快,0.0,2.0,物流很快，面膜都收到了，但还没用呢，很期待
4216,1985,_,不错,,0.0,不错不错，比之前的套盒补水多了。
4217,1985,_,补水多了,,11.0,不错不错，比之前的套盒补水多了。
4218,1986,_,不错的,,0.0,不错的，一直都喜欢这个牌子
4219,1987,_,蛮好,,15.0,已经第二次购买了，使用下来感觉蛮好！
4220,1988,_,便宜多,,9.0,帮朋友买的，比专柜便宜多了，搞活动买很划算
4221,1988,活动,很划算,15.0,18.0,帮朋友买的，比专柜便宜多了，搞活动买很划算
4222,1989,味道,很喜欢,0.0,2.0,味道很喜欢，洗完脸也很舒服 不干燥也不蜕皮，总之很满意的啦????
4223,1989,_,很舒服,,10.0,味道很喜欢，洗完脸也很舒服 不干燥也不蜕皮，总之很满意的啦????
4224,1989,_,不干燥,,14.0,味道很喜欢，洗完脸也很舒服 不干燥也不蜕皮，总之很满意的啦????
4225,1989,_,不蜕皮,,18.0,味道很喜欢，洗完脸也很舒服 不干燥也不蜕皮，总之很满意的啦????
4226,1989,_,很满意,,24.0,味道很喜欢，洗完脸也很舒服 不干燥也不蜕皮，总之很满意的啦????
4227,1990,_,非常不错,,4.0,商品收到非常不错，尤其是快递小哥非常给力，信任**快递
4228,1990,快递小哥,非常给力,12.0,16.0,商品收到非常不错，尤其是快递小哥非常给力，信任**快递
4229,1990,快递,_,25.0,,商品收到非常不错，尤其是快递小哥非常给力，信任**快递
4230,1991,颜色,偏暗,0.0,2.0,颜色偏暗，持久可以
4231,1991,持久,可以,5.0,7.0,颜色偏暗，持久可以
4232,1992,_,非常好,,0.0,非常好 一直用这款洗面奶洗过不油腻清清爽爽的感觉。
4233,1992,_,不油腻,,14.0,非常好 一直用这款洗面奶洗过不油腻清清爽爽的感觉。
4234,1992,_,清清爽爽的,,17.0,非常好 一直用这款洗面奶洗过不油腻清清爽爽的感觉。
4235,1993,味道,好闻,0.0,2.0,味道好闻，就是，好少啊。。。
4236,1993,_,好少,,8.0,味道好闻，就是，好少啊。。。
4237,1994,速度,快,0.0,2.0,速度快 发货快 巨好用 比外面买的便宜得多 一天一帖
4238,1994,发货,快,4.0,6.0,速度快 发货快 巨好用 比外面买的便宜得多 一天一帖
4239,1994,_,巨好用,,8.0,速度快 发货快 巨好用 比外面买的便宜得多 一天一帖
4240,1994,_,便宜得多,,17.0,速度快 发货快 巨好用 比外面买的便宜得多 一天一帖
4241,1995,_,不错,,12.0,产品和专柜一样呢，使用感不错，重点是12号下单大概13号就到了，速度太快了，客服服务也很好??
4242,1995,速度,太快了,32.0,34.0,产品和专柜一样呢，使用感不错，重点是12号下单大概13号就到了，速度太快了，客服服务也很好??
4243,1995,客服服务,很好,38.0,43.0,产品和专柜一样呢，使用感不错，重点是12号下单大概13号就到了，速度太快了，客服服务也很好??
4244,1997,_,很,,0.0,很实惠，清洁皮肤效果很好
4245,1997,_,实惠,,1.0,很实惠，清洁皮肤效果很好
4246,1997,清洁皮肤效果,很好,4.0,10.0,很实惠，清洁皮肤效果很好
4247,1998,_,很滑,,0.0,很滑 很好用
4248,1998,_,很好用,,3.0,很滑 很好用
4249,1999,_,挺显白的,,0.0,挺显白的，效果很好，很满意，物流也很给力，很愉快的一次购物
4250,1999,_,很好,,7.0,挺显白的，效果很好，很满意，物流也很给力，很愉快的一次购物
4251,1999,_,很满意,,10.0,挺显白的，效果很好，很满意，物流也很给力，很愉快的一次购物
4252,1999,物流,很给力,14.0,17.0,挺显白的，效果很好，很满意，物流也很给力，很愉快的一次购物
4253,2000,_,还可以,,0.0,还可以，就是不撑时间
4254,2001,_,还不错,,2.0,用着还不错，挺实惠的！应该能用上一阵子！
4255,2001,_,挺实惠的,,6.0,用着还不错，挺实惠的！应该能用上一阵子！
4256,2002,颜色,好,0.0,2.0,颜色好，主要是适合干性皮肤！感觉挺不错的
4257,2002,_,挺不错的,,16.0,颜色好，主要是适合干性皮肤！感觉挺不错的
4258,2003,_,真的不错,,4.0,用着感觉真的不错
4259,2004,卸妆效果,很一般,0.0,4.0,卸妆效果很一般嘛，而且包装也很简陋，不建议购买
4260,2004,包装,很简陋,11.0,14.0,卸妆效果很一般嘛，而且包装也很简陋，不建议购买
4261,2005,_,很不错,,0.0,很不错的一款气垫，又给同事买了一套，打算再买一套送嫂子！
4262,2006,_,还不错,,0.0,还不错吧?还不错?
4263,2007,_,太失望了,,0.0,太失望了，拆开后是坏的，虽然不影响使用，但太影响心情了！????
4264,2007,_,坏的,,9.0,太失望了，拆开后是坏的，虽然不影响使用，但太影响心情了！????
4265,2008,_,还好,,0.0,还好，就是我贴了脸过敏但**售后不错?退还给我了
4266,2008,售后,过敏,14.0,9.0,还好，就是我贴了脸过敏但**售后不错?退还给我了
4267,2008,_,不错,,16.0,还好，就是我贴了脸过敏但**售后不错?退还给我了
4268,2009,_,特别温和,,0.0,特别温和 挺好的
4269,2009,_,挺好的,,5.0,特别温和 挺好的
4270,2010,_,还可以,,5.0,这款卸妆水还可以，挺干净的，就是用完之后脸上有点疼，不知道为啥
4271,2010,_,挺干净的,,9.0,这款卸妆水还可以，挺干净的，就是用完之后脸上有点疼，不知道为啥
4272,2010,_,有点疼,,22.0,这款卸妆水还可以，挺干净的，就是用完之后脸上有点疼，不知道为啥
4273,2011,_,挺好,,0.0,挺好，划算
4274,2011,_,划算,,3.0,挺好，划算
4275,2012,_,非常好用,,8.0,看了好久就买了，非常好用！值得购买哦
4276,2013,_,很满意,,0.0,很满意，用着效果很好，下次在来光顾
4277,2013,_,很好,,8.0,很满意，用着效果很好，下次在来光顾
4278,2014,包装,_,4.0,,不管是从包装还是效果！我只信赖***
4279,2015,_,有点小贵,,2.0,就是有点小贵
4280,2016,_,正品,,22.0,个人情况：给妈妈买的，妈妈说好用 整体描述：正品，包装也很好 清洁能力：很好用呢
4281,2016,包装,很好,25.0,28.0,个人情况：给妈妈买的，妈妈说好用 整体描述：正品，包装也很好 清洁能力：很好用呢
4282,2016,_,很好用,,36.0,个人情况：给妈妈买的，妈妈说好用 整体描述：正品，包装也很好 清洁能力：很好用呢
4283,2017,_,巨好用,,3.0,真的是巨好用 我是***的粉丝 从上学一直用到现在
4284,2018,_,很不错,,15.0,已经用过很多次这个了，效果还是很不错的
4285,2019,香味,淡淡的,6.0,3.0,面膜有淡淡的香味，非常滋润保湿，敏感肌用一点没问题，非常满意
4286,2019,_,非常滋润,,9.0,面膜有淡淡的香味，非常滋润保湿，敏感肌用一点没问题，非常满意
4287,2019,_,保湿,,13.0,面膜有淡淡的香味，非常滋润保湿，敏感肌用一点没问题，非常满意
4288,2019,_,一点没问题,,20.0,面膜有淡淡的香味，非常滋润保湿，敏感肌用一点没问题，非常满意
4289,2019,_,非常满意,,26.0,面膜有淡淡的香味，非常滋润保湿，敏感肌用一点没问题，非常满意
4290,2020,速度,真快,0.0,2.0,速度真快，之前用过一瓶，效果很好
4291,2020,_,很好,,14.0,速度真快，之前用过一瓶，效果很好
4292,2021,_,一般般,,5.0,对于我来说一般般
4293,2022,快递小哥,_,12.0,,还未使用！期待效果！辛苦快递小哥啦
4294,2023,发货速度,快,0.0,4.0,发货速度快，头一天晚上发货第二天就到了
4295,2024,_,还不错,,8.0,抖音种草总体来说还不错，比较干，好皮肤慎入，掉妆比较慢持妆效果不错
4296,2024,_,比较干,,12.0,抖音种草总体来说还不错，比较干，好皮肤慎入，掉妆比较慢持妆效果不错
4297,2024,持妆效果,不错,27.0,31.0,抖音种草总体来说还不错，比较干，好皮肤慎入，掉妆比较慢持妆效果不错
4298,2025,_,挺好用的,,16.0,宝贝已经收到了  给女儿买的  挺好用的  值得购买  下次还会光临的
4299,2026,_,非常好用,,0.0,非常好用的一款面膜，贴着很水润，一点刺激感都没有！很舒服！喜欢??
4300,2026,_,很水润,,12.0,非常好用的一款面膜，贴着很水润，一点刺激感都没有！很舒服！喜欢??
4301,2026,_,一点刺激感都没有,,16.0,非常好用的一款面膜，贴着很水润，一点刺激感都没有！很舒服！喜欢??
4302,2026,_,很舒服,,25.0,非常好用的一款面膜，贴着很水润，一点刺激感都没有！很舒服！喜欢??
4303,2026,_,喜欢,,29.0,非常好用的一款面膜，贴着很水润，一点刺激感都没有！很舒服！喜欢??
4304,2027,味道,有点刺鼻,14.0,16.0,买了好几次了，不过我上次买的味道有点刺鼻，跟原来的不太一样，不过没什么过敏啥的，就算了
4305,2028,_,不错,,0.0,不错，很舒服
4306,2028,_,很舒服,,3.0,不错，很舒服
4307,2029,_,很好用,,0.0,很好用的面膜，补水保湿效果好，精华多，比较服帖，薄薄的，很舒服，值得购买！
4308,2029,补水,_,7.0,,很好用的面膜，补水保湿效果好，精华多，比较服帖，薄薄的，很舒服，值得购买！
4309,2029,保湿效果,好,9.0,13.0,很好用的面膜，补水保湿效果好，精华多，比较服帖，薄薄的，很舒服，值得购买！
