,id,ASP,OPI,A_start,O_start,text
2706,1254,粉扑,好硬,0.0,2.0,粉扑好硬。粉液也一般般啦。不过也对的起这个价格。有两个替换装。
2707,1254,粉液,一般般,5.0,8.0,粉扑好硬。粉液也一般般啦。不过也对的起这个价格。有两个替换装。
2708,1254,价格,对的起,21.0,16.0,粉扑好硬。粉液也一般般啦。不过也对的起这个价格。有两个替换装。
2709,1255,品质,好,6.0,8.0,已多次购买，品质好，服务好，开票也快！
2710,1255,服务,_,10.0,,已多次购买，品质好，服务好，开票也快！
2711,1255,开票,快,14.0,17.0,已多次购买，品质好，服务好，开票也快！
2712,1256,_,一般,,2.0,感觉一般，就是补水面膜
2713,1257,_,好评,,0.0,好评，帮别人叉的
2714,1258,活动,_,1.0,,搞活动买的价格很便宜，很实惠，已经使用过一次，里面的精华液很多，以后会继续关注，期待效果，五星好评！
2715,1258,价格,很便宜,5.0,7.0,搞活动买的价格很便宜，很实惠，已经使用过一次，里面的精华液很多，以后会继续关注，期待效果，五星好评！
2716,1258,_,很实惠,,11.0,搞活动买的价格很便宜，很实惠，已经使用过一次，里面的精华液很多，以后会继续关注，期待效果，五星好评！
2717,1258,精华液,很多,26.0,29.0,搞活动买的价格很便宜，很实惠，已经使用过一次，里面的精华液很多，以后会继续关注，期待效果，五星好评！
2718,1258,_,好评,,47.0,搞活动买的价格很便宜，很实惠，已经使用过一次，里面的精华液很多，以后会继续关注，期待效果，五星好评！
2719,1259,包装,正品,14.0,20.0,还没用，不知道怎么样，但是看包装什么像是正品
2720,1260,清洁效果,超级好用,4.0,0.0,超级好用 清洁效果好特别好
2721,1260,_,特别好,,9.0,超级好用 清洁效果好特别好
2722,1261,保湿,_,0.0,,保湿锁水效果真的很好，趁着还有活动，又下了一单，多存点
2723,1261,锁水效果,的很好,2.0,7.0,保湿锁水效果真的很好，趁着还有活动，又下了一单，多存点
2724,1261,活动,_,15.0,,保湿锁水效果真的很好，趁着还有活动，又下了一单，多存点
2725,1262,_,还不错,,29.0,送的面膜本来以为只有一两张，结果是这么大一包，刚刚用过效果还不错
2726,1263,快递小哥,_,15.0,,昨天下单今天就到了，而且是**快递小哥亲自送到家门口来的，以后还在这家买，东西是正品，值得买
2727,1263,_,是正品,,39.0,昨天下单今天就到了，而且是**快递小哥亲自送到家门口来的，以后还在这家买，东西是正品，值得买
2728,1264,送货速度,很好,18.0,15.0,**，一一如既往的支持你！质量很好且送货速度快！
2729,1264,_,快,,22.0,**，一一如既往的支持你！质量很好且送货速度快！
2730,1265,价格,优惠很多,16.0,21.0,连续几年一直在这家店购买，双十一价格比平时优惠很多，希望给老顾客能更优惠。
2731,1266,物流速度,_,3.0,,**的物流速度令人敬佩，以前是隔天到，现在早上下单，当天就到了，厉害厉害。还未使用，应该还行吧。
2732,1266,_,还行,,44.0,**的物流速度令人敬佩，以前是隔天到，现在早上下单，当天就到了，厉害厉害。还未使用，应该还行吧。
2733,1267,_,特别好用,,7.0,前几天就收到了特别好用肤色偏黄的远紫色刚刚好
2734,1268,_,挺好用的,,0.0,挺好用的，第二次买***的
2735,1269,_,很喜欢,,12.0,买给自己妈妈用的洗面奶她很喜欢我也觉得很不错的呀真的超级棒
2736,1269,_,很不错,,19.0,买给自己妈妈用的洗面奶她很喜欢我也觉得很不错的呀真的超级棒
2737,1269,_,超级棒,,26.0,买给自己妈妈用的洗面奶她很喜欢我也觉得很不错的呀真的超级棒
2738,1270,新包装,_,7.0,,好大一瓶发的是新包装。非常不错，很划算。
2739,1270,_,非常不错,,11.0,好大一瓶发的是新包装。非常不错，很划算。
2740,1270,_,很划算,,16.0,好大一瓶发的是新包装。非常不错，很划算。
2741,1271,_,很好用,,14.0,贴这个牌子的面膜有两三年了，很好用，价格也实惠，有给同事用，她们感觉好也要买
2742,1271,价格,实惠,18.0,21.0,贴这个牌子的面膜有两三年了，很好用，价格也实惠，有给同事用，她们感觉好也要买
2743,1272,_,比较好用,,9.0,感觉墨角澡面膜面膜比较好用。
2744,1273,_,润润的,,7.0,洗面奶洗过之后润润的
2745,1274,洁力,_,1.0,,清洁能力：清洁能力挺好的  闻着很清爽  还买一送一很实惠  洗完没有紧绷感
2746,1274,清洁能力,挺好的,5.0,9.0,清洁能力：清洁能力挺好的  闻着很清爽  还买一送一很实惠  洗完没有紧绷感
2747,1274,_,很清爽,,14.0,清洁能力：清洁能力挺好的  闻着很清爽  还买一送一很实惠  洗完没有紧绷感
2748,1274,_,很实惠,,22.0,清洁能力：清洁能力挺好的  闻着很清爽  还买一送一很实惠  洗完没有紧绷感
2749,1274,_,没有紧绷感,,27.0,清洁能力：清洁能力挺好的  闻着很清爽  还买一送一很实惠  洗完没有紧绷感
2750,1275,_,不错,,6.0,回来就用了，不错
2751,1276,补水效果,很明显,0.0,6.0,补水效果真的很明显，我用了一次同事都说皮肤好很多了！
2752,1277,优惠活动,_,0.0,,优惠活动时买的，性价比较高，以后还会回购
2753,1277,性价比,较高,8.0,11.0,优惠活动时买的，性价比较高，以后还会回购
2754,1278,_,好,,14.0,给妈妈用的，红血丝干皮，用着好，
2755,1279,_,还挺好,,11.0,之前自己买过一瓶，用着还挺好，这次给妈妈买的 用过之后再来评价吧！
2756,1280,物流,非常快,6.0,8.0,宝贝收到了，物流非常快，宝贝非常喜欢
2757,1280,_,非常喜欢,,14.0,宝贝收到了，物流非常快，宝贝非常喜欢
2758,1281,性价,非常不错,7.0,3.0,比商品非常不错性价非常好
2759,1281,_,非常好,,9.0,比商品非常不错性价非常好
2760,1282,_,不错,,0.0,不错，挺好吸收，香味特别喜欢。
2761,1282,_,挺好吸收,,3.0,不错，挺好吸收，香味特别喜欢。
2762,1282,香味,特别喜欢,8.0,10.0,不错，挺好吸收，香味特别喜欢。
2763,1283,_,不好,,2.0,效果不好，最差的一次面膜，感觉不是正品
2764,1283,_,最差,,5.0,效果不好，最差的一次面膜，感觉不是正品
2765,1283,_,不是正品,,15.0,效果不好，最差的一次面膜，感觉不是正品
2766,1284,包装,_,9.0,,还没用一起52片，包装就一个袋子，快递还可以吧咋天上午下单，今天下午到。
2767,1284,快递,还可以,17.0,19.0,还没用一起52片，包装就一个袋子，快递还可以吧咋天上午下单，今天下午到。
2768,1285,_,是正品,,17.0,今天刚收到。晚上用过再追评哈。看着是正品，感觉用着应该也不错。最主要是价格比较实惠
2769,1285,_,应,,25.0,今天刚收到。晚上用过再追评哈。看着是正品，感觉用着应该也不错。最主要是价格比较实惠
2770,1285,_,不错,,28.0,今天刚收到。晚上用过再追评哈。看着是正品，感觉用着应该也不错。最主要是价格比较实惠
2771,1285,价格,比较实惠,35.0,37.0,今天刚收到。晚上用过再追评哈。看着是正品，感觉用着应该也不错。最主要是价格比较实惠
2772,1286,_,非常好用,,13.0,非常西瓜汁这个牌子的隔离，非常好用(?�?)会继续光顾的。
2773,1287,_,好用,,8.0,每次用完都回头买 好用
2774,1288,_,不错,,0.0,不错.比在超市和店里买划算.卖家和快递服务都不错给五星好评
2775,1288,卖家,划算,14.0,11.0,不错.比在超市和店里买划算.卖家和快递服务都不错给五星好评
2776,1288,快递服务,不错,17.0,22.0,不错.比在超市和店里买划算.卖家和快递服务都不错给五星好评
2777,1288,_,五星好评,,25.0,不错.比在超市和店里买划算.卖家和快递服务都不错给五星好评
2778,1289,效果,不错,20.0,22.0,还没有用，还不知道效果。不过送了一付面膜效果不错，给个赞
2779,1289,_,给个赞,,25.0,还没有用，还不知道效果。不过送了一付面膜效果不错，给个赞
2780,1290,保湿效果,好,0.0,4.0,保湿效果好，裸妆不错
2781,1290,_,不错,,8.0,保湿效果好，裸妆不错
2782,1291,_,很好,,2.0,东西很好，快递师傅态度也很多，不错的购物
2783,1291,快递师傅态度,很多,5.0,12.0,东西很好，快递师傅态度也很多，不错的购物
2784,1292,_,很好用,,4.0,这款面膜很好用，价格也实惠，一下子买了好多，再有活动还会再买
2785,1292,价格,实惠,8.0,11.0,这款面膜很好用，价格也实惠，一下子买了好多，再有活动还会再买
2786,1293,_,很不错,,24.0,***的牌子比较信赖，已经用过一瓶卸妆水了，用着很不错。
2787,1294,_,很不错,,10.0,先用一下试试！看起来很不错
2788,1295,物流,挺快的,0.0,2.0,物流挺快的哈
2789,1296,_,真心不好用,,0.0,真心不好用，第一次也是最后一次
2790,1297,_,还是不错的,,2.0,东西还是不错的，很喜欢！物流速度也快，老板人很好，老板娘也很漂亮，还送了小礼物！有需要还会再来！好评
2791,1297,_,很喜欢,,8.0,东西还是不错的，很喜欢！物流速度也快，老板人很好，老板娘也很漂亮，还送了小礼物！有需要还会再来！好评
2792,1297,物流速度,快,12.0,17.0,东西还是不错的，很喜欢！物流速度也快，老板人很好，老板娘也很漂亮，还送了小礼物！有需要还会再来！好评
2793,1297,老板,很好,19.0,22.0,东西还是不错的，很喜欢！物流速度也快，老板人很好，老板娘也很漂亮，还送了小礼物！有需要还会再来！好评
2794,1298,_,很轻薄透亮,,9.0,一直用的这款隔离，很轻薄透亮，送的面膜也是超好用的，人鱼面膜！****店，一直很信赖！！！
2795,1298,_,超好用,,21.0,一直用的这款隔离，很轻薄透亮，送的面膜也是超好用的，人鱼面膜！****店，一直很信赖！！！
2796,1299,_,不太开心,,12.0,看别人还送了东西  啥也没送不太开心
2797,1300,_,好评,,0.0,好评，买几次了
2798,1301,_,很不错,,0.0,很不错，包装精致还没开始用呢～
2799,1301,包装,精致,4.0,6.0,很不错，包装精致还没开始用呢～
2800,1302,_,水润,,0.0,水润保湿不油腻??????
2801,1302,_,保湿,,2.0,水润保湿不油腻??????
2802,1302,_,不油腻,,4.0,水润保湿不油腻??????
2803,1303,_,特别满意,,0.0,特别满意，体亮自然
2804,1303,体亮,自然,5.0,7.0,特别满意，体亮自然
2805,1304,泡泡,很少,5.0,7.0,用了小样，泡泡很少，感觉清洁不是很够，但是真的很温和
2806,1304,清洁,不是很够,12.0,14.0,用了小样，泡泡很少，感觉清洁不是很够，但是真的很温和
2807,1304,_,很温和,,23.0,用了小样，泡泡很少，感觉清洁不是很够，但是真的很温和
2808,1305,_,好用,,0.0,好用不厚也不过敏
2809,1305,_,不厚,,2.0,好用不厚也不过敏
2810,1305,_,不过敏,,5.0,好用不厚也不过敏
2811,1306,_,很水润,,9.0,到货晚上用了一片，很水润，也跟服帖，用着很好
2812,1306,_,跟服帖,,14.0,到货晚上用了一片，很水润，也跟服帖，用着很好
2813,1306,_,很好,,20.0,到货晚上用了一片，很水润，也跟服帖，用着很好
2814,1307,_,比较合适,,7.0,给老大买的，还比较合适他
2815,1308,_,很服帖,,0.0,很服帖，不错。送了礼品。
2816,1308,_,不错,,4.0,很服帖，不错。送了礼品。
2817,1308,礼品,_,9.0,,很服帖，不错。送了礼品。
2818,1309,_,很好用,,2.0,面膜很好用 我很喜欢，以后需要还会再来
2819,1309,_,很喜欢,,6.0,面膜很好用 我很喜欢，以后需要还会再来
2820,1310,服务,就是好,13.0,15.0,收到了 第二次购买 **没得说服务就是好 ，尤其是快递小哥服务态度特别好，给你个赞?
2821,1310,快递小哥服务态度,特别好,22.0,30.0,收到了 第二次购买 **没得说服务就是好 ，尤其是快递小哥服务态度特别好，给你个赞?
2822,1311,_,很服贴,,13.0,特意用了几次才来评价，感觉很服贴自然，效果很好！
2823,1311,_,自然,,16.0,特意用了几次才来评价，感觉很服贴自然，效果很好！
2824,1311,_,很好,,21.0,特意用了几次才来评价，感觉很服贴自然，效果很好！
2825,1312,贴合度,很好,0.0,4.0,贴合度：很好很满意。
2826,1312,_,很满意,,6.0,贴合度：很好很满意。
2827,1313,_,大爱,,0.0,大爱，太方便了用起来，而且还挺省
2828,1313,_,太方便了,,3.0,大爱，太方便了用起来，而且还挺省
2829,1313,_,还挺省,,13.0,大爱，太方便了用起来，而且还挺省
2830,1314,_,真,,8.0,这款卸妆水，效果真的很一般，卸妆不是太干净，价钱跟商品本事，差距还是很大，实事求是的讲，不是很值
2831,1314,_,很一般,,10.0,这款卸妆水，效果真的很一般，卸妆不是太干净，价钱跟商品本事，差距还是很大，实事求是的讲，不是很值
2832,1314,卸妆,不是太干净,14.0,16.0,这款卸妆水，效果真的很一般，卸妆不是太干净，价钱跟商品本事，差距还是很大，实事求是的讲，不是很值
2833,1314,_,大,,35.0,这款卸妆水，效果真的很一般，卸妆不是太干净，价钱跟商品本事，差距还是很大，实事求是的讲，不是很值
2834,1314,_,不是很值,,44.0,这款卸妆水，效果真的很一般，卸妆不是太干净，价钱跟商品本事，差距还是很大，实事求是的讲，不是很值
2835,1315,_,棒棒哒,,0.0,棒棒哒，一直用这款隔离，效果很好。搞活动买的很划算。
2836,1315,果,很好,13.0,14.0,棒棒哒，一直用这款隔离，效果很好。搞活动买的很划算。
2837,1315,活动,很划算,18.0,22.0,棒棒哒，一直用这款隔离，效果很好。搞活动买的很划算。
2838,1316,_,不错,,8.0,还没开始用，看着不错
2839,1317,_,非常好,,5.0,****的非常好，活动力度也很大，一直在**买
2840,1317,活动力度,很大,9.0,14.0,****的非常好，活动力度也很大，一直在**买
2841,1318,_,好用,,0.0,好用，这个品牌还是不错的，起码面膜很好
2842,1318,_,不错,,9.0,好用，这个品牌还是不错的，起码面膜很好
2843,1318,_,很好,,17.0,好用，这个品牌还是不错的，起码面膜很好
2844,1319,_,还行,,4.0,用了两片还行！继续用希望有更好的效果！
2845,1320,_,不好用,,0.0,不好用不滋润
2846,1320,_,不滋润,,3.0,不好用不滋润
2847,1321,_,不错,,5.0,媳妇儿用的不错，挺好的，用完继续买
2848,1321,_,挺好的,,8.0,媳妇儿用的不错，挺好的，用完继续买
2849,1322,_,很好用,,4.0,用光了，很好用，物美价廉，关键过敏皮肤可以用
2850,1322,_,物美价廉,,8.0,用光了，很好用，物美价廉，关键过敏皮肤可以用
2851,1323,_,不错,,0.0,不错很喜欢这个牌子
2852,1323,_,很喜欢,,2.0,不错很喜欢这个牌子
2853,1324,_,不错,,10.0,宝贝收到了，用了效果不错
2854,1325,_,便宜了,,16.0,刚收到货还没用，不过这打五折也太便宜了吧
2855,1326,物流,超快,6.0,8.0,东西已收到，物流超快，宝贝用的也挺舒服，唯一的就是怎么没送点小礼品呀?
2856,1326,_,挺舒服,,16.0,东西已收到，物流超快，宝贝用的也挺舒服，唯一的就是怎么没送点小礼品呀?
2857,1327,_,没有紧绷感,,8.0,个人觉得用后虽然没有紧绷感，但是挺干燥的，应该不会回购的。
2858,1327,_,挺干燥的,,16.0,个人觉得用后虽然没有紧绷感，但是挺干燥的，应该不会回购的。
2859,1328,补水,不错,0.0,2.0,补水不错，可是有点点过敏
2860,1328,_,有点点过敏,,7.0,补水不错，可是有点点过敏
2861,1329,味道,别太香,11.0,13.0,凑单买的，没开封，希望味道别太香
2862,1330,_,便宜了很多,,14.0,已经在用了，跟之前买的一样，便宜了很多！
2863,1331,客服,非常满意,0.0,4.0,客服非常非常满意
2864,1332,_,不错,,0.0,不错哦。速度很快，~。以后就买****的了。
2865,1332,速度,很快,4.0,6.0,不错哦。速度很快，~。以后就买****的了。
2866,1333,_,很舒服,,8.0,脸上舒服上很好，很舒服，很棒，非常好。
2867,1333,_,很棒,,12.0,脸上舒服上很好，很舒服，很棒，非常好。
2868,1333,_,非常好,,15.0,脸上舒服上很好，很舒服，很棒，非常好。
2869,1334,_,垃圾,,0.0,垃圾，先不说效果咋样，就你这形状不规整，能让人感觉好嘛
2870,1334,形状,不规整,14.0,16.0,垃圾，先不说效果咋样，就你这形状不规整，能让人感觉好嘛
2871,1335,包装,很可爱,9.0,11.0,第一次买这个面膜，包装很可爱，今晚试试效果
2872,1336,_,还不错,,5.0,第一次用，还不错，本身黄皮肤，可以提亮肤色，还是可以的！
2873,1336,_,提亮肤色,,17.0,第一次用，还不错，本身黄皮肤，可以提亮肤色，还是可以的！
2874,1336,_,可以的,,24.0,第一次用，还不错，本身黄皮肤，可以提亮肤色，还是可以的！
2875,1337,_,很好用,,0.0,很好用，洗了很温和
2876,1337,_,很温和,,6.0,很好用，洗了很温和
2877,1338,_,还行,,7.0,用了几天，效果还行，挺保湿的，
2878,1338,_,挺保湿的,,10.0,用了几天，效果还行，挺保湿的，
2879,1339,_,划算多,,20.0,妈妈婆婆我一人一个，一次性买三个，比平时划算多了
2880,1340,补水效果,_,9.0,,用了第二片才来评论 补水效果还可以 是正品 ！
2881,1340,_,还可以,,13.0,用了第二片才来评论 补水效果还可以 是正品 ！
2882,1340,_,是正品,,16.0,用了第二片才来评论 补水效果还可以 是正品 ！
2883,1341,_,非常好,,0.0,非常好的 容易打开  不错
2884,1341,_,容易打开,,4.0,非常好的 容易打开  不错
2885,1341,_,不错,,8.0,非常好的 容易打开  不错
2886,1342,_,很薄,,0.0,很薄！服帖！也不黏糊糊，还可以！毕竟价格合理
2887,1342,_,服帖,,3.0,很薄！服帖！也不黏糊糊，还可以！毕竟价格合理
2888,1342,_,不黏糊糊,,7.0,很薄！服帖！也不黏糊糊，还可以！毕竟价格合理
2889,1342,_,还可以,,12.0,很薄！服帖！也不黏糊糊，还可以！毕竟价格合理
2890,1342,价格,合理,18.0,20.0,很薄！服帖！也不黏糊糊，还可以！毕竟价格合理
2891,1343,_,不错,,9.0,给媳妇买的，用了说不错，大品牌值得信赖
2892,1344,_,还不错,,29.0,这个是送的，五张，不知道单价多少，***也用了两年了。感觉还不错
2893,1345,赠品,很多,4.0,2.0,送了很多赠品  用着一般般
2894,1345,_,一般般,,8.0,送了很多赠品  用着一般般
2895,1346,_,超级好用,,7.0,***的产品都超级好用，这款卸妆水卸的很干净，会一直回购的
2896,1346,_,很干净,,19.0,***的产品都超级好用，这款卸妆水卸的很干净，会一直回购的
2897,1347,_,不紧绷,,5.0,洗完之后脸不紧绷，挺好的，同学推荐的，说挺好的就尝试了下，嗯满意。
2898,1347,_,挺好的,,9.0,洗完之后脸不紧绷，挺好的，同学推荐的，说挺好的就尝试了下，嗯满意。
2899,1347,_,满意,,30.0,洗完之后脸不紧绷，挺好的，同学推荐的，说挺好的就尝试了下，嗯满意。
2900,1348,_,很好用,,0.0,很好用 特别是黑面膜非常舒服用了
2901,1348,_,非常舒服,,9.0,很好用 特别是黑面膜非常舒服用了
2902,1349,颜色,粉粉的,0.0,2.0,颜色粉粉的，用着很好。不油腻也清爽。继续用
2903,1349,_,很好,,8.0,颜色粉粉的，用着很好。不油腻也清爽。继续用
2904,1349,_,不油腻,,11.0,颜色粉粉的，用着很好。不油腻也清爽。继续用
2905,1349,_,清爽,,15.0,颜色粉粉的，用着很好。不油腻也清爽。继续用
2906,1350,_,便宜多了,,4.0,比实体店便宜多了，用了一段时间再追评！
2907,1351,物流,够快,0.0,2.0,物流够快 还可以 ?
2908,1351,_,还可以,,4.0,物流够快 还可以 ?
2909,1352,遮盖力,_,5.0,,用过一个了 遮盖力一般 但是很滋润 很好用
2910,1352,_,一般,,8.0,用过一个了 遮盖力一般 但是很滋润 很好用
2911,1352,_,很滋润,,12.0,用过一个了 遮盖力一般 但是很滋润 很好用
2912,1352,_,很好用,,15.0,用过一个了 遮盖力一般 但是很滋润 很好用
2913,1353,_,好用,,5.0,使用了绿瓶好用，换个颜色试试
2914,1354,_,很好,,0.0,很好，很不错，很满意，价格便宜实惠
2915,1354,_,很不错,,3.0,很好，很不错，很满意，价格便宜实惠
2916,1354,_,很满意,,7.0,很好，很不错，很满意，价格便宜实惠
2917,1354,价格,便宜,11.0,13.0,很好，很不错，很满意，价格便宜实惠
2918,1354,_,实惠,,15.0,很好，很不错，很满意，价格便宜实惠
2919,1355,_,非常好用,,7.0,这款***面膜非常好用，保湿效果不错，第二次购买了，会一直支持***！
2920,1355,保湿效果,不错,12.0,16.0,这款***面膜非常好用，保湿效果不错，第二次购买了，会一直支持***！
2921,1356,_,还行,,0.0,还行，就是感觉能再便宜点就好了。
2922,1356,_,再便宜点,,8.0,还行，就是感觉能再便宜点就好了。
2923,1357,_,还不错,,0.0,还不错、、、、、、、、、、
2924,1358,_,不怎么好用,,0.0,不怎么好用
2925,1359,_,还可以,,0.0,还可以，可以买
2926,1360,_,很不错,,2.0,效果很不错，贴装，一直都在用的一款隔离霜，推荐
2927,1360,_,贴装,,6.0,效果很不错，贴装，一直都在用的一款隔离霜，推荐
2928,1361,_,一如既往的好,,0.0,一如既往的好
2929,1362,_,还可以,,0.0,还可以，挺好用的，挺保湿的
2930,1362,_,挺好用的,,4.0,还可以，挺好用的，挺保湿的
2931,1362,_,挺保湿的,,9.0,还可以，挺好用的，挺保湿的
2932,1363,_,好用,,0.0,好用，洗后不干涩
2933,1363,_,不干涩,,5.0,好用，洗后不干涩
2934,1364,物流,真快,2.0,4.0,**物流真快！第一次用这个品牌，还不知效果如何。用了再来评价。
2935,1365,_,好,,0.0,好，一直用这个牌子的，双十一价位就很给力
2936,1365,价位,很给力,14.0,17.0,好，一直用这个牌子的，双十一价位就很给力
2937,1366,_,不错,,0.0,不错，速度快，东西用后再说
2938,1366,速度,快,3.0,5.0,不错，速度快，东西用后再说
2939,1367,_,特别好,,10.0,之前用过体验装，用着特别好，回购的！
2940,1368,_,很好用,,9.0,一直用的这个牌子，很好用，价格也实惠，买的值
2941,1368,价格,实惠,13.0,16.0,一直用的这个牌子，很好用，价格也实惠，买的值
2942,1369,快递,真的不错,18.0,20.0,宝贝收到了，今晚试用看看效果。**上快递真的不错
2943,1370,_,很不错的,,13.0,货刚到，第一次买，感觉还是很不错的，用好在追评
2944,1371,速度,很快,5.0,7.0,值得拥有！速度很快哦，女生长大了一定要用隔离
2945,1372,_,很便宜,,5.0,买一送一。很便宜。也是正品
2946,1372,_,正品,,11.0,买一送一。很便宜。也是正品
2947,1373,_,不错,,0.0,不错，还保湿，摸完再擦一点粉底就好了??
2948,1373,_,还保湿,,3.0,不错，还保湿，摸完再擦一点粉底就好了??
2949,1374,_,很喜欢,,6.0,送老婆的，她很喜欢，牌子本身挺不错的，老婆反馈说好用
2950,1374,_,挺不错的,,14.0,送老婆的，她很喜欢，牌子本身挺不错的，老婆反馈说好用
2951,1374,_,好用,,24.0,送老婆的，她很喜欢，牌子本身挺不错的，老婆反馈说好用
2952,1375,_,是正品,,2.0,商品是正品哦，很补水的哦，**的服务跟物流棒棒哒
2953,1375,_,很补水,,7.0,商品是正品哦，很补水的哦，**的服务跟物流棒棒哒
2954,1375,服务,_,16.0,,商品是正品哦，很补水的哦，**的服务跟物流棒棒哒
2955,1375,物流,棒棒哒,19.0,21.0,商品是正品哦，很补水的哦，**的服务跟物流棒棒哒
2956,1376,_,挺好用的,,0.0,挺好用的，轻薄，而且很提亮肤色&hellip
2957,1376,_,轻薄,,5.0,挺好用的，轻薄，而且很提亮肤色&hellip
2958,1376,_,很提亮肤色,,10.0,挺好用的，轻薄，而且很提亮肤色&hellip
2959,1377,_,超级好用,,10.0,一直在用这款隔离霜，超级好用
2960,1378,_,好好,,0.0,好好，用完再来，
2961,1379,包装,_,0.0,,包装口不知谁给隔开了，不过面膜没少，我一直在用这个牌子的化妆品，挺好的。
2962,1379,_,挺好的,,32.0,包装口不知谁给隔开了，不过面膜没少，我一直在用这个牌子的化妆品，挺好的。
2963,1380,活动,_,22.0,,一直用这个牌子的面膜，但是没用过这一款，看搞活动买来试试，分给同事了几片，说用着还不错
2964,1380,_,还不错,,40.0,一直用这个牌子的面膜，但是没用过这一款，看搞活动买来试试，分给同事了几片，说用着还不错
2965,1381,_,非常满意,,0.0,非常满意..以后还会光顾..值得购买
2966,1382,控油效果,一般,0.0,4.0,控油效果一般  持久情况：持装效果大半天是没问题
2967,1382,持久况,_,6.0,,控油效果一般  持久情况：持装效果大半天是没问题
2968,1382,_,没问题,,19.0,控油效果一般  持久情况：持装效果大半天是没问题
2969,1383,快递,_,0.0,,快递第二天就到了
2970,1384,_,可以的,,14.0,媳妇还没有使用，应该是效果是可以的
2971,1385,_,是正品,,4.0,查了一下是正品，试用了挺好用的，下次会回购的
2972,1385,_,挺好用的,,11.0,查了一下是正品，试用了挺好用的，下次会回购的
2973,1386,_,不错,,2.0,东西不错，很方便，值得推荐。
2974,1386,_,很方便,,5.0,东西不错，很方便，值得推荐。
2975,1387,_,还不错,,2.0,用着还不错，买的紫色那个，性价比算高，眼下看可能会回购
2976,1387,性价比,高,13.0,17.0,用着还不错，买的紫色那个，性价比算高，眼下看可能会回购
2977,1388,_,很好,,4.0,宝贝质量很好，**速度快，以后会再回购，现囤货
2978,1388,速度,快,9.0,11.0,宝贝质量很好，**速度快，以后会再回购，现囤货
2979,1389,_,好用,,0.0,好用哦 具有美白效果 喜欢 还会继续光临的
2980,1389,美白效果,喜欢,5.0,9.0,好用哦 具有美白效果 喜欢 还会继续光临的
2981,1390,水分,多,0.0,2.0,水分多，好吸收，不错
2982,1390,_,好吸收,,4.0,水分多，好吸收，不错
2983,1390,_,不错,,8.0,水分多，好吸收，不错
2984,1391,_,不错,,0.0,不错不错，第二次回购了，每次赠送的小礼品也很多！还会继续光顾的！
2985,1391,小礼品,很多,17.0,21.0,不错不错，第二次回购了，每次赠送的小礼品也很多！还会继续光顾的！
2986,1392,_,挺服帖,,14.0,一直是用这款，快用完一瓶了，挺服帖，也挺遮瑕，提亮肤色
2987,1392,_,挺遮瑕,,19.0,一直是用这款，快用完一瓶了，挺服帖，也挺遮瑕，提亮肤色
2988,1392,_,提亮肤色,,23.0,一直是用这款，快用完一瓶了，挺服帖，也挺遮瑕，提亮肤色
2989,1393,_,是正品,,35.0,我用了三年的这牌子的粉底液了，一直在****买，值得信赖，和装柜一样的是正品，没有浮粉，保湿
2990,1393,_,没有浮粉,,39.0,我用了三年的这牌子的粉底液了，一直在****买，值得信赖，和装柜一样的是正品，没有浮粉，保湿
2991,1393,_,保湿,,44.0,我用了三年的这牌子的粉底液了，一直在****买，值得信赖，和装柜一样的是正品，没有浮粉，保湿
2992,1394,_,很好闻,,3.0,卸妆水很好闻！很好用！用完不紧绷！好评！
2993,1394,_,很好用,,7.0,卸妆水很好闻！很好用！用完不紧绷！好评！
2994,1394,_,不紧绷,,13.0,卸妆水很好闻！很好用！用完不紧绷！好评！
2995,1394,_,好评,,17.0,卸妆水很好闻！很好用！用完不紧绷！好评！
2996,1395,_,不错,,11.0,老婆自己选的，用着效果不错。**送货也快
2997,1395,送货,快,16.0,19.0,老婆自己选的，用着效果不错。**送货也快
2998,1396,_,好用,,9.0,宝贝收到用过几次了  好用
2999,1397,包装,太随便了,0.0,2.0,包装太随便了吧连个包装盒都没有
3000,1397,包装盒,没有,9.0,13.0,包装太随便了吧连个包装盒都没有
3001,1398,_,很好,,0.0,很好，值得推荐给大家介绍一下
3002,1399,味道,不错,0.0,2.0,味道不错，效果很不错哦！
3003,1399,_,很不错,,7.0,味道不错，效果很不错哦！
3004,1400,_,是正品,,10.0,对比了现有用的，应该是正品吧，保质期2020年11月，在范围内
3005,1400,保质期,_,15.0,,对比了现有用的，应该是正品吧，保质期2020年11月，在范围内
3006,1401,_,很满意,,0.0,很满意，使用感不错！性价比不错。
3007,1401,_,不错,,7.0,很满意，使用感不错！性价比不错。
3008,1401,性价比,错,10.0,14.0,很满意，使用感不错！性价比不错。
3009,1402,_,妥妥的,,0.0,妥妥的没毛病 再苦再累也要对得起自己这张脸
3010,1402,_,没毛病,,3.0,妥妥的没毛病 再苦再累也要对得起自己这张脸
3011,1403,_,挺好用的,,0.0,挺好用的不错，准备给朋友在买
3012,1403,_,不错,,4.0,挺好用的不错，准备给朋友在买
3013,1404,物流,快,12.0,14.0,昨天买的今天下午就到了，物流快，辛苦快递小哥了！！今天第一次用，不知道怎么样呢！
3014,1404,快递小哥,_,18.0,,昨天买的今天下午就到了，物流快，辛苦快递小哥了！！今天第一次用，不知道怎么样呢！
3015,1405,遮暇效果,一般般,0.0,4.0,遮暇效果一般般吧
